"Species","IUCNstatus"
"Bernardia macrocarpa","Threatened"
"Berrya javanica","Not Threatened"
"Berrya papuana","Vulnerable"
"Berrya rotundifolia","Not Evaluated"
"Betula globispica","Not Threatened"
"Betula raddeana","Not Threatened"
"Bleasdalea bleasdalei","Not Threatened"
"Blepharocarya involucrigera","Not Evaluated"
"Bonellia shaferi","Not Evaluated"
"Bosistoa medicinalis","Not Threatened"
"Bosistoa pentacocca","Not Threatened"
"Bossiaea aquifolium","Not Threatened"
"Bouchardatia neurococca","Not Evaluated"
"Bourreria havanensis","Not Evaluated"
"Bourreria radula","Not Evaluated"
"Bourreria tomentosa","Not Evaluated"
"Brachychiton albidus","Not Evaluated"
"Brachychiton bidwillii","Not Threatened"
"Brachychiton chillagoensis","Not Threatened"
"Brachychiton collinus","Not Threatened"
"Brachychiton compactus","Not Evaluated"
"Brachychiton fitzgeraldianus","Not Threatened"
"Brachychiton garrawayae","Not Threatened"
"Brachychiton grandiflorus","Not Evaluated"
"Brachychiton incanus","Not Evaluated"
"Brachychiton megaphyllus","Not Threatened"
"Brachychiton muellerianus","Not Threatened"
"Brachychiton paradoxus","Not Threatened"
"Brachychiton spectabilis","Not Threatened"
"Brachychiton tridentatus","Not Evaluated"
"Brachychiton tuberculatus","Not Threatened"
"Brachychiton viridiflorus","Not Threatened"
"Brachychiton viscidulus","Not Threatened"
"Brachychiton vitifolius","Not Evaluated"
"Brachychiton xanthophyllus","Not Evaluated"
"Brachyglottis pentacopa","Vulnerable"
"Brachyglottis rotundifolia","Not Threatened"
"Bridelia leichhardtii","Not Threatened"
"Bruguiera exaristata","Not Threatened"
"Brunfelsia nitida","Not Evaluated"
"Brya ebenus","Not Evaluated"
"Buchanania mangoides","Not Evaluated"
"Buchanania obovata","Not Threatened"
"Buckinghamia celsissima","Not Evaluated"
"Buckinghamia ferruginiflora","Vulnerable"
"Bunchosia articulata","Not Evaluated"
"Bursaria tenuifolia","Not Threatened"
"Bursera glauca","Not Evaluated"
"Buxus bahamensis","Not Threatened"
"Buxus natalensis","Not Threatened"
"Byrsonima lucida","Not Evaluated"
"Cadaba gillettii","Not Evaluated"
"Cadaba natalensis","Not Threatened"
"Caesalpinia bahamensis","Not Threatened"
"Caesalpinia nipensis","Not Evaluated"
"Callicarpa cubensis","Not Evaluated"
"Callilepis caerulea","Not Evaluated"
"Callitris baileyi","Not Threatened"
"Calophyllum costatum","Not Evaluated"
"Calophyllum pinetorum","Not Evaluated"
"Calycopeplus casuarinoides","Not Threatened"
"Calyptronoma occidentalis","Not Evaluated"
"Calyptronoma plumeriana","Not Threatened"
"Calytrix achaeta","DD"
"Camellia sasanqua","Not Threatened"
"Cameraria retusa","Not Evaluated"
"Camptostemon schultzii","Not Threatened"
"Canarium australasicum","Not Threatened"
"Canarium australianum","Not Threatened"
"Canarium muelleri","Not Threatened"
"Canthium ciliatum","Not Threatened"
"Capparis arborea","Not Threatened"
"Capparis canescens","Not Threatened"
"Capparis jacobsii","Not Threatened"
"Capparis lucida","Not Threatened"
"Capparis quiniflora","Not Evaluated"
"Capparis shanesiana","Not Evaluated"
"Capurodendron gracilifolium","Not Threatened"
"Cardwellia sublimis","Not Threatened"
"Carnarvonia araliifolia","Not Threatened"
"Carpentaria acuminata","Not Evaluated"
"Carpinus orientalis","Not Threatened"
"Casasia clusiifolia","Not Threatened"
"Casearia comocladifolia","Not Evaluated"
"Casearia dallachyi","Not Threatened"
"Casearia grayi","Not Evaluated"
"Casearia nitida","Not Evaluated"
"Cassia brewsteri","Not Threatened"
"Cassia marksiana","Not Evaluated"
"Cassia queenslandica","Not Evaluated"
"Cassia tomentella","Not Threatened"
"Cassine melanocarpa","Not Threatened"
"Cassipourea celastroides","Not Threatened"
"Castanea sativa","Not Threatened"
"Castanospermum australe","Not Evaluated"
"Castela calcicola","Not Evaluated"
"Catalepidia heyana","Not Threatened"
"Catalpa macrocarpa","Not Threatened"
"Catalpa purpurea","DD"
"Cathormion umbellatum","Not Evaluated"
"Catunaregam obovata","Not Threatened"
"Cedrelopsis ambanjensis","Threatened"
"Cedrus libani","Vulnerable"
"Celtis berteroana","Not Evaluated"
"Celtis paniculata","Not Evaluated"
"Celtis planchoniana","DD"
"Celtis tournefortii","Not Threatened"
"Ceratopetalum hylandii","Not Evaluated"
"Ceratopetalum iugumense","Not Evaluated"
"Ceratopetalum macrophyllum","Not Evaluated"
"Ceratopetalum virchowii","Not Evaluated"
"Cerbera dumicola","Not Evaluated"
"Cercis siliquastrum","Not Threatened"
"Cercocarpus traskiae","Threatened"
"Ceriops pseudodecandra","Not Threatened"
"Chaetocarpus globosus","Not Evaluated"
"Chamaecrista pilicarpa","Not Evaluated"
"Chascotheca neopeltandra","Not Evaluated"
"Chimarrhis cubensis","Not Evaluated"
"Chionanthus axillaris","Not Threatened"
"Chionanthus axilliflorus","Not Evaluated"
"Chionanthus bumelioides","Not Threatened"
"Chionanthus sleumeri","Not Evaluated"
"Choriceras majus","Not Evaluated"
"Choriceras tricorne","Not Threatened"
"Chouxia borealis","Not Threatened"
"Cinnamomum baileyanum","Not Evaluated"
"Cinnamomum laubatii","Not Threatened"
"Cinnamomum oliveri","Not Threatened"
"Cinnamomum propinquum","Not Evaluated"
"Cinnamomum sieboldii","Not Evaluated"
"Cinnamomum yabunikkei","Not Threatened"
"Citronella smythii","Not Threatened"
"Citrus garrawayi","Not Threatened"
"Citrus gracilis","Not Evaluated"
"Citrus inodora","Not Evaluated"
"Claoxylon angustifolium","Not Evaluated"
"Claoxylon hillii","Not Threatened"
"Claoxylon tenerifolium","Not Threatened"
"Clausena brevistyla","Not Evaluated"
"Cleistanthus apodus","Not Threatened"
"Cleistanthus cunninghamii","Not Threatened"
"Cleistanthus dallachyanus","Not Threatened"
"Cleistanthus semiopacus","Not Threatened"
"Cleistanthus stenonia","Not Threatened"
"Clerodendrum cauliflorum","Not Evaluated"
"Clerodendrum costatum","Not Threatened"
"Clerodendrum kauderni","Threatened"
"Clerodendrum roseiflorum","Not Evaluated"
"Cnesmocarpon dasyantha","Not Evaluated"
"Cnidoscolus bellator","Not Evaluated"
"Coccoloba armata","Not Evaluated"
"Coccoloba caesia","Not Evaluated"
"Coccoloba coriacea","Vulnerable"
"Coccoloba costata","Not Evaluated"
"Coccoloba pallida","Not Evaluated"
"Coccoloba retusa","Not Evaluated"
"Coccoloba wrightii","Not Evaluated"
"Coccothrinax crinita","Not Evaluated"
"Coccothrinax gundlachii","Not Threatened"
"Coccothrinax hioramii","Not Evaluated"
"Coccothrinax miraguama","Not Evaluated"
"Coccothrinax pauciramosa","Vulnerable"
"Coccothrinax rigida","Not Evaluated"
"Coccothrinax salvatoris","Not Evaluated"
"Cochlospermum gillivraei","Not Threatened"
"Codonocarpus attenuatus","Not Threatened"
"Coffea mauritiana","Vulnerable"
"Colea purpurascens","Not Evaluated"
"Colubrina cubensis","DD"
"Colubrina nicholsonii","Threatened"
"Combretum moggii","Not Threatened"
"Combretum petrophilum","Not Threatened"
"Combretum vendae","Not Evaluated"
"Commiphora baluensis","Not Threatened"
"Commiphora campestris","Not Threatened"
"Commiphora marlothii","Not Threatened"
"Commiphora merkeri","Not Evaluated"
"Commiphora neglecta","Not Threatened"
"Commiphora ovalifolia","Vulnerable"
"Commiphora swynnertonii","Not Evaluated"
"Comocladia platyphylla","Not Evaluated"
"Consolea macracantha","Not Threatened"
"Consolea millspaughii","Not Threatened"
"Copernicia baileyana","Not Threatened"
"Copernicia brittonorum","Vulnerable"
"Copernicia cowellii","Not Evaluated"
"Copernicia curtissii","Not Evaluated"
"Copernicia gigas","Vulnerable"
"Copernicia glabrescens","Not Evaluated"
"Copernicia hospita","Not Evaluated"
"Copernicia macroglossa","Not Evaluated"
"Copernicia rigida","Not Threatened"
"Copernicia yarey","Not Evaluated"
"Cordia caffra","Not Threatened"
"Cordia decandra","Not Threatened"
"Cordia galeottiana","Not Evaluated"
"Cordia grandicalyx","Not Threatened"
"Cordia macrophylla","Not Evaluated"
"Cordia pilosissima","Not Evaluated"
"Cordyline manners-suttoniae","Not Threatened"
"Cordyline petiolaris","Not Threatened"
"Corylus colurna","Not Threatened"
"Corymbia abbreviata","Not Threatened"
"Corymbia arafurica","Not Threatened"
"Corymbia arnhemensis","Not Threatened"
"Corymbia bella","Not Threatened"
"Corymbia bleeseri","Not Threatened"
"Corymbia brachycarpa","Not Threatened"
"Corymbia chartacea","Not Threatened"
"Corymbia clandestina","Not Threatened"
"Corymbia clavigera","Not Threatened"
"Corymbia cliftoniana","Not Threatened"
"Corymbia dallachiana","Not Threatened"
"Corymbia disjuncta","Not Threatened"
"Corymbia dunlopiana","Not Threatened"
"Corymbia erythrophloia","Not Threatened"
"Corymbia flavescens","Not Threatened"
"Corymbia foelscheana","Not Threatened"
"Corymbia gilbertensis","Not Threatened"
"Corymbia hylandii","Not Threatened"
"Corymbia kombolgiensis","Not Threatened"
"Corymbia lamprophylla","Not Threatened"
"Corymbia latifolia","Not Threatened"
"Corymbia ligans","Not Threatened"
"Corymbia nesophila","Not Threatened"
"Corymbia novoguinensis","Not Threatened"
"Corymbia oocarpa","Not Threatened"
"Corymbia papillosa","Not Threatened"
"Corymbia pocillum","Not Threatened"
"Corymbia polysciada","Not Threatened"
"Corymbia porrecta","Not Threatened"
"Corymbia rhodops","Not Threatened"
"Corymbia serendipita","Not Threatened"
"Corymbia setosa","Not Threatened"
"Corymbia stockeri","Not Threatened"
"Corymbia torta","Not Threatened"
"Corymbia umbonata","Not Threatened"
"Corymbia zygophylla","Not Threatened"
"Corynocarpus rupestris","Not Evaluated"
"Cossinia australiana","Not Evaluated"
"Cotoneaster transcaucasicus","Not Threatened"
"Coussarea urbaniana","Not Evaluated"
"Crataegus azarolus","Not Threatened"
"Crataegus heldreichii","Not Threatened"
"Crataegus meyeri","DD"
"Crataegus orientalis","Not Evaluated"
"Crataegus pentagyna","Not Threatened"
"Crataegus pseudoheterophylla","Not Evaluated"
"Crataegus pycnoloba","Not Threatened"
"Crataegus sphaenophylla","Not Threatened"
"Crataegus tanacetifolia","Not Evaluated"
"Crescentia mirabilis","Not Evaluated"
"Critonia aromatisans","Not Evaluated"
"Crossosoma californicum","Not Threatened"
"Croton acronychioides","Not Threatened"
"Croton arnhemicus","Not Threatened"
"Croton beetlei","Not Evaluated"
"Croton eluteria","Not Threatened"
"Croton habrophyllus","Not Threatened"
"Croton insularis","Not Evaluated"
"Croton magneticus","Not Evaluated"
"Croton megalobotrys","Not Threatened"
"Croton phebalioides","Not Threatened"
"Croton piluliferus","Not Evaluated"
"Croton steenkampianus","Not Evaluated"
"Croton stigmatosus","Not Threatened"
"Croton tomentellus","Not Threatened"
"Croton triacros","Not Threatened"
"Cryptocarya angulata","Not Threatened"
"Cryptocarya bamagana","Not Evaluated"
"Cryptocarya bidwillii","Not Threatened"
"Cryptocarya burckeana","Not Evaluated"
"Cryptocarya clarksoniana","Not Threatened"
"Cryptocarya cocosoides","Not Evaluated"
"Cryptocarya corrugata","Not Threatened"
"Cryptocarya cunninghamii","Not Threatened"
"Cryptocarya endiandrifolia","Not Threatened"
"Cryptocarya foetida","Not Evaluated"
"Cryptocarya foveolata","Not Threatened"
"Cryptocarya glaucescens","Not Threatened"
"Cryptocarya glaucocarpa","Not Evaluated"
"Cryptocarya grandis","Not Threatened"
"Cryptocarya hypospodia","Not Threatened"
"Cryptocarya latifolia","Not Evaluated"
"Cryptocarya leucophylla","Not Threatened"
"Cryptocarya lividula","Not Evaluated"
"Cryptocarya macdonaldii","Not Threatened"
"Cryptocarya melanocarpa","Not Evaluated"
"Cryptocarya murrayi","Not Threatened"
"Cryptocarya oblata","Not Threatened"
"Cryptocarya onoprienkoana","Not Threatened"
"Cryptocarya pleurosperma","Not Evaluated"
"Cryptocarya putida","Not Evaluated"
"Cryptocarya rigida","Not Threatened"
"Cryptocarya saccharata","Not Threatened"
"Cryptocarya sclerophylla","Not Threatened"
"Cryptocarya smaragdina","Not Evaluated"
"Cryptocarya triplinervis","Not Threatened"
"Cryptocarya turbinata","Not Evaluated"
"Cryptocarya vulgaris","Not Threatened"
"Cryptocarya whiffiniana","Not Evaluated"
"Cryptocarya woodii","Not Threatened"
"Cuervea integrifolia","Not Evaluated"
"Cupaniopsis baileyana","Not Threatened"
"Cupaniopsis cooperorum","Not Evaluated"
"Cupaniopsis dallachyi","Not Evaluated"
"Cupaniopsis flagelliformis","Not Threatened"
"Cupaniopsis foveolata","Not Threatened"
"Cupaniopsis papillosa","Not Evaluated"
"Cupaniopsis shirleyana","Not Evaluated"
"Cupaniopsis tomentella","Not Evaluated"
"Cupaniopsis wadsworthii","Not Threatened"
"Cupressus sempervirens","Not Threatened"
"Cussonia sphaerocephala","Not Threatened"
"Cussonia transvaalensis","Not Threatened"
"Cyclophyllum brevipes","Not Threatened"
