Species,AOO
Daphnopsis_perplexa,89
Daphnopsis_peruviensis,14
Daphnopsis_philippiana,135
Daphnopsis_pseudosalix,74
Daphnopsis_purdiei,0
Daphnopsis_purpusii,83
Daphnopsis_racemosa,2440
Daphnopsis_schwackeana,362
Daphnopsis_selerorum,142
Daphnopsis_sellowiana,328
Daphnopsis_steyermarkii,122
Daphnopsis_strigillosa,71
Daphnopsis_tuerckheimiana,42
Daphnopsis_utilis,385
Daphnopsis_witsbergeri,23
Daphnopsis_zamorensis,0
Darlingia_darlingiana,691
Dasylepis_blackii,88
Dasylepis_eggelingii,83
Dasylepis_integra,260
Dasylepis_racemosa,451
Dasylepis_seretii,88
Dasylepis_thomasii,103
Dasylirion_cedrosanum,222
Dasymaschalon_clusiflorum,47
Dasymaschalon_dasymaschalum,136
Dasymaschalon_ellipticum,0
Dasymaschalon_filipes,0
Dasymaschalon_glaucum,23
Dasymaschalon_lomentaceum,19
Dasymaschalon_longiflorum,13
Dasymaschalon_macrocalyx,19
Dasymaschalon_rostratum,73
Dasymaschalon_sootepense,13
Dasymaschalon_wallichii,0
Dasymaschalon_yunnanense,13
Dasyphyllum_brasiliense,3200
Dasyphyllum_colombianum,58
Dasyphyllum_hystrix,0
Dasyphyllum_spinescens,1238
Davidia_involucrata,167
Davidsonia_jerseyana,112
Davidsonia_pruriens,537
Daviesia_divaricata,1186
Davilla_alata,44
Davilla_lacunosa,157
Debregeasia_elliptica,22
Debregeasia_longifolia,713
Debregeasia_saeneb,103
Debregeasia_squamata,144
Debregeasia_wallichiana,22
Decagonocarpus_oppositifolius,196
Decarya_madagascariensis,147
Decarydendron_helenae,22
Decarydendron_lamii,98
Decarydendron_perrieri,41
Decarydendron_ranomafanensis,107
Decaspermum_albociliatum,0
Decaspermum_alpinum,180
Decaspermum_arfakense,14
Decaspermum_belense,0
Decaspermum_blancoi,0
Decaspermum_bracteatum,465
Decaspermum_exiguum,48
Decaspermum_forbesii,239
Decaspermum_fruticosum,53
Decaspermum_gracilentum,468
Decaspermum_hainanense,26
Decaspermum_humile,1606
Decaspermum_montanum,38
Decaspermum_neoebudicum,23
Decaspermum_neurophyllum,361
Decaspermum_nitentifolium,44
Decaspermum_nivale,53
Decaspermum_parviflorum,257
Decaspermum_prunoides,53
Decaspermum_struckoilicum,13
Decaspermum_urvillei,39
Decaspermum_vitiense,0
Decaspermum_vitis-idaea,34
Decatropis_bicolor,837
Decatropis_coulteri,330
Decatropis_paucijuga,0
Decazyx_esparzae,42
Decazyx_macrophyllus,0
Deckenia_nobilis,0
Degeneria_vitiensis,18
Deguelia_amazonica,599
Deguelia_angulata,73
Deguelia_costata,684
Deguelia_hatschbachii,208
Deguelia_rariflora,107
Deguelia_scandens,826
Deguelia_spruceana,303
Dehaasia_brachybotrys,0
Dehaasia_caesia,24
Dehaasia_cairocan,24
Dehaasia_candolleana,0
Dehaasia_celebica,19
Dehaasia_cuneata,0
Dehaasia_firma,0
Dehaasia_hainanensis,18
Dehaasia_incrassata,77
Dehaasia_kerrii,14
Dehaasia_kurzii,0
Dehaasia_longipetiolata,14
Dehaasia_membranacea,0
Dehaasia_pugerensis,0
Dehaasia_turfosa,0
Deherainia_matudae,113
Deherainia_smaragdina,404
Deinbollia_acuminata,39
Deinbollia_boinensis,52
Deinbollia_borbonica,266
Deinbollia_cauliflora,29
Deinbollia_crassipes,0
Deinbollia_cuneifolia,249
Deinbollia_evrardii,24
Deinbollia_fulvotomentella,108
Deinbollia_insignis,19
Deinbollia_kilimandscharica,269
Deinbollia_laurentii,63
Deinbollia_longiacuminata,0
Deinbollia_maxima,211
Deinbollia_mezilii,29
Deinbollia_neglecta,55
Deinbollia_nyasica,0
Deinbollia_oblongifolia,213
Deinbollia_oreophila,147
Deinbollia_pervillei,289
Deinbollia_pycnophylla,58
Deinbollia_pynaertii,29
Deinbollia_rambaensis,19
Deinbollia_reticulata,0
Deinbollia_saligna,34
Deinbollia_xanthocarpa,69
Delarbrea_balansae,13
Delarbrea_collina,96
Delarbrea_harmsii,32
Delarbrea_longicarpa,22
Delarbrea_michieana,400
Delarbrea_montana,142
Delarbrea_paradoxa,150
Delissea_argutidentata,0
Delissea_fallax,0
Delissea_laciniata,0
Delissea_parviflora,0
Delissea_undulata,0
Delonix_baccal,14
Delonix_boiviniana,460
Delonix_brachycarpa,73
Delonix_decaryi,125
Delonix_elata,213
Delonix_floribunda,226
Delonix_leucantha,109
Delonix_pumila,67
Delonix_regia,245
Delonix_tomentosa,0
Delonix_velutina,43
Delostoma_dentatum,33
Delostoma_gracile,39
Delostoma_integrifolium,1290
Delostoma_lobbii,97
Delpydora_gracilis,230
Delpydora_macrophylla,157
Dendrobangia_boliviana,2239
Dendrobangia_multinervia,157
Dendrocereus_nudiflorus,0
Dendrocnide_amplissima,14
Dendrocnide_carriana,29
Dendrocnide_corallodesme,29
Dendrocnide_cordata,81
Dendrocnide_cordifolia,108
Dendrocnide_crassifolia,0
Dendrocnide_elliptica,29
Dendrocnide_excelsa,3952
Dendrocnide_harveyi,28
Dendrocnide_kajewskii,0
Dendrocnide_kjellbergii,14
Dendrocnide_kotoensis,31
Dendrocnide_latifolia,104
Dendrocnide_longifolia,58
Dendrocnide_luzonensis,14
Dendrocnide_meyeniana,418
Dendrocnide_microstigma,63
Dendrocnide_mirabilis,0
Dendrocnide_morobensis,34
Dendrocnide_nervosa,68
Dendrocnide_oblanceolata,14
Dendrocnide_peltata,38
Dendrocnide_photiniphylla,114
Dendrocnide_pruritivus,0
Dendrocnide_rechingeri,0
Dendrocnide_schlechteri,29
Dendrocnide_sinuata,42
Dendrocnide_stimulans,165
Dendrocnide_ternatensis,39
Dendrocnide_urentissima,27
Dendrocnide_venosa,19
Dendrocnide_vitiensis,0
Dendrocousinsia_alpina,0
Dendrocousinsia_fasciculata,0
Dendrocousinsia_spicata,18
Dendrokingstonia_nervosa,14
Dendrolobium_arbuscula,582
Dendrolobium_lanceolatum,198
Dendrolobium_papuacola,0
Dendrolobium_quinquepetalum,0
Dendrolobium_umbellatum,1391
Dendromecon_harfordii,216
Dendromecon_rigida,4159
Dendropanax_alberti-smithii,136
Dendropanax_amorimii,47
Dendropanax_amplifolius,24
Dendropanax_arboreus,12909
Dendropanax_australis,349
Dendropanax_bahiensis,123
Dendropanax_bilocularis,18
Dendropanax_blakeanus,0
Dendropanax_bolivianus,28
Dendropanax_borneensis,29
Dendropanax_bracteatus,29
Dendropanax_brasiliensis,132
Dendropanax_caloneurus,0
Dendropanax_capillaris,402
Dendropanax_caucanus,1159
Dendropanax_caudatus,32
Dendropanax_confertus,53
Dendropanax_cuneatus,4871
Dendropanax_cuneifolius,72
Dendropanax_dariensis,0
Dendropanax_denticulatus,13
Dendropanax_dentiger,1034
Dendropanax_fendleri,116
Dendropanax_geniculatus,19
Dendropanax_glaberrimus,29
Dendropanax_globosus,310
Dendropanax_gonatopodus,440
Dendropanax_grandiflorus,0
Dendropanax_hainanensis,102
Dendropanax_hondurensis,52
Dendropanax_kwangsiensis,17
Dendropanax_lancifolius,0
Dendropanax_langsdorfii,54
Dendropanax_larensis,0
Dendropanax_latilobus,97
Dendropanax_laurifolius,112
Dendropanax_lehmannii,29
Dendropanax_leptopodus,224
Dendropanax_macrocarpus,265
Dendropanax_macrophyllus,245
Dendropanax_macropodus,234
Dendropanax_marginiferus,0
Dendropanax_monogynus,374
Dendropanax_neblinae,103
Dendropanax_nebulosus,45
Dendropanax_nervosus,13
Dendropanax_nutans,14
Dendropanax_oblongifolius,37
Dendropanax_oliganthus,66
Dendropanax_pachypodus,14
Dendropanax_pallidus,80
Dendropanax_palustris,165
Dendropanax_pendulus,18
Dendropanax_populifolius,136
Dendropanax_praestans,87
Dendropanax_productus,31
Dendropanax_punctatus,141
Dendropanax_querceti,504
Dendropanax_ravenii,107
Dendropanax_resinosus,146
Dendropanax_selleanus,18
Dendropanax_sessiliflorus,359
Dendropanax_stellatus,0
Dendropanax_swartzii,0
Dendropanax_tessmannii,219
Dendropanax_trifidus,628
Dendropanax_trilobus,40
Dendropanax_venosus,0
Dendropanax_weberbaueri,19
Dendropanax_williamsii,24
Dendrophorbium_balsapampae,63
Dendrophorbium_lloense,118
Dendrophorbium_moscopanum,0
Dendrophorbium_tabacifolium,47
Dendrophorbium_tipocochensis,231
Dendrosenecio_adnivalis,14
Dendrosenecio_elgonensis,103
Dendrosenecio_erici-rosenii,29
Dendrosenecio_johnstonii,34
Dendrosenecio_kilimanjari,73
Dendrosenecio_meruensis,14
Dendroseris_berteroana,0
Dendroseris_gigantea,0
Dendroseris_macrantha,0
Dendroseris_macrophylla,0
Dendroseris_marginata,0
Dendroseris_micrantha,16
Dendroseris_neriifolia,0
Dendroseris_pinnata,0
Dendroseris_pruinata,0
Dendroseris_regia,0
Dendrosicyos_socotrana,38
Dendrosida_batesii,32
Dendrosida_breedlovei,141
Dendrosida_parviflora,32
Dendrosida_sharpiana,178
Dendrothrix_multiglandulosa,14
Dendrothrix_yutajensis,166
Dendroviguiera_puruana,140
Denhamia_bilocularis,2482
Denhamia_celastroides,2763
Denhamia_disperma,1187
Denhamia_fasciculiflora,432
Denhamia_fournieri,408
Denhamia_moorei,250
Denhamia_obscura,4569
Denhamia_oleaster,1255
Denhamia_pittosporoides,994
Denhamia_silvestris,7999
Depanthus_glaber,55
Depanthus_pubescens,0
Deplanchea_bancana,39
Deplanchea_glabra,0
Deplanchea_montana,32
Deplanchea_sessilifolia,32
Deplanchea_speciosa,41
Deplanchea_tetraphylla,529
Deppea_cornifolia,114
Deppea_erythrorhiza,46
Deppea_obtusiflora,93
Dermatophyllum_secundiflorum,534
Derris_alborubra,45
Derris_harrowiana,35
Derris_microphylla,14
Derris_robusta,54
Derris_tonkinensis,0
Desfontainia_spinosa,300
Desmanthus_fruticosus,507
Desmodium_cajanifolium,1061
Desmodium_cinereum,260
Desmoncus_polyacanthos,2216
Desmopsis_bibracteata,494
Desmopsis_dolichopetala,0
Desmopsis_heteropetala,170
Desmopsis_lanceolata,122
Desmopsis_maxonii,350
Desmopsis_microcarpa,475
Desmopsis_neglecta,0
Desmopsis_oerstedii,175
Desmopsis_panamensis,316
Desmopsis_schippii,885
Desmopsis_trunciflora,363
Desmopsis_verrucipes,121
Desmoscelis_villosa,1839
Desmos_saccopetaloides,0
Desmotes_incomparabilis,39
Desplatsia_chrysochlamys,465
Desplatsia_dewevrei,476
Desplatsia_floribunda,0
Desplatsia_mildbraedii,9
Desplatsia_subericarpa,515
Detarium_macrocarpum,231
Detarium_microcarpum,7535
Detarium_senegalense,664
Deutzianthus_tonkinensis,32
Deutzia_crenata,2689
Deutzia_floribunda,82
Deutzia_gracilis,1274
Deutzia_pulchra,1173
Diacidia_ferruginea,24
Diacidia_galphimioides,427
Diacidia_glaucifolia,58
Diacidia_hypoleuca,0
Diacidia_kunhardtii,24
Diacidia_rufa,34
Diacidia_steyermarkii,19
Diacidia_vestita,88
Dialium_angolense,643
Dialium_aubrevillei,181
Dialium_bipindense,260
Dialium_cochinchinense,61
Dialium_dinklagei,662
Dialium_englerianum,234
Dialium_excelsum,93
Dialium_guianense,7893
Dialium_guineense,1493
Dialium_hexasepalum,14
Dialium_holtzii,194
Dialium_hydnocarpoides,14
Dialium_indum,117
Dialium_kasaiense,0
Dialium_kunstleri,24
Dialium_lopense,196
Dialium_madagascariense,113
Dialium_occidentale,136
Dialium_orientale,117
Dialium_ovoideum,0
Dialium_pachyphyllum,880
Dialium_pentandrum,34
Dialium_platysepalum,127
Dialium_pobeguinii,48
Dialium_polyanthum,231
Dialium_procerum,34
Dialium_reygaertii,24
Dialium_schlechteri,268
Dialium_tessmannii,250
Dialium_unifoliolatum,225
Dialyceras_coriaceum,33
Dialyceras_discolor,23
Dialyceras_parvifolium,61
Dialypetalanthus_fuscescens,761
Diatenopteryx_grazielae,348
Diatenopteryx_sorbifolia,2328
Dicarpellum_baillonianum,124
Dicarpellum_pancheri,412
Dicarpellum_paucisepalum,69
Dicarpellum_pronyense,36
Dichaetanthera_africana,447
Dichaetanthera_altissima,43
Dichaetanthera_arborea,74
Dichaetanthera_articulata,42
Dichaetanthera_asperrima,0
Dichaetanthera_bifida,71
Dichaetanthera_ciliata,0
Dichaetanthera_cordifolia,167
Dichaetanthera_corymbosa,167
Dichaetanthera_grandifolia,0
Dichaetanthera_heteromorpha,0
Dichaetanthera_madagascariensis,14
Dichaetanthera_oblongifolia,247
Dichaetanthera_strigosa,68
Dichaetanthera_tsaratananensis,33
Dichapetalum_asplundeanum,54
Dichapetalum_axillare,495
Dichapetalum_barbosae,90
Dichapetalum_barteri,220
Dichapetalum_bocageanum,14
Dichapetalum_brenesii,213
Dichapetalum_donnell-smithii,807
Dichapetalum_fructuosum,78
Dichapetalum_gelonioides,159
Dichapetalum_germainii,63
Dichapetalum_glomeratum,314
Dichapetalum_griffithii,0
Dichapetalum_heudelotii,2150
Dichapetalum_insigne,339
Dichapetalum_laurocerasus,0
Dichapetalum_longipetalum,64
Dichapetalum_madagascariense,2689
Dichapetalum_moralesii,87
Dichapetalum_morenoi,111
Dichapetalum_mossambicense,336
Dichapetalum_nevermannianum,38
Dichapetalum_obanense,0
Dichapetalum_odoratum,259
Dichapetalum_pulchrum,49
Dichapetalum_spruceanum,553
Dichapetalum_stuhlmannii,180
Dichapetalum_tenerum,0
Dichapetalum_tenuifolium,0
Dichapetalum_timoriense,181
Dichapetalum_ugandense,44
Dichapetalum_virchowii,57
Dichapetalum_zenkeri,452
Dichilanthe_borneensis,0
Dichostemma_glaucescens,1146
Dichostemma_zenkeri,0
Dichotomanthes_tristaniicarpa,84
Dichrostachys_arborescens,98
Dichrostachys_dehiscens,9
Dichrostachys_kirkii,0
Dichrostachys_myriophylla,38
Dichrostachys_spicata,1113
Dichrostachys_unijuga,73
Diclidanthera_octandra,77
Diclinanona_calycina,574
Diclinanona_matogrossensis,43
Diclinanona_tessmannii,240
Dicoelia_beccariana,44
Dicoma_incana,128
Dicorynia_guianensis,255
Dicorynia_paraensis,664
Dicoryphe_macrophylla,65
Dicoryphe_stipulacea,363
Dicraeopetalum_capuronianum,49
Dicraeopetalum_mahafaliense,158
Dicraeopetalum_stipulare,0
Dicranolepis_buchholzii,968
Dicranolepis_disticha,1343
Dicranolepis_incisa,0
Dicranolepis_persei,563
Dicranolepis_pulcherrima,427
Dicranolepis_pyramidalis,19
Dicranolepis_soyauxii,418
Dicranolepis_usambarica,235
Dicranolepis_vestita,245
Dicraspidia_donnell-smithii,471
Dictyocaryum_fuscum,38
Dictyocaryum_lamarckianum,853
Dictyocaryum_ptarianum,156
Dictyoloma_vandellianum,2900
Dictyoneura_acuminata,68
Dictyoneura_obtusa,185
Dictyosperma_album,73
Dicymbe_altsonii,78
Dicymbe_amazonica,14
Dicymbe_arenicola,93
Dicymbe_bernardii,44
Dicymbe_corymbosa,88
Dicymbe_duidae,0
Dicymbe_fraterna,107
Dicymbe_froesii,24
Dicymbe_heteroxylon,14
Dicymbe_hymenaea,19
Dicymbe_jenmanii,53
Dicymbe_mollis,14
Dicymbe_neblinensis,14
Dicymbe_pharangophila,49
Dicymbe_praeruptorum,14
Dicymbe_puncticulosa,44
Dicymbe_stipitata,44
Dicymbe_uaiparuensis,132
Dicymbe_yutajensis,0
Dicypellium_caryophyllaceum,83
Dicypellium_manausense,54
Didelotia_africana,221
Didelotia_afzelii,44
Didelotia_engleri,14
Didelotia_idae,151
Didelotia_ledermannii,0
Didelotia_letouzeyi,127
Didelotia_minutiflora,73
Didelotia_morelii,0
Didelotia_pauli-sitai,24
Didelotia_unifoliolata,118
Didelta_spinosa,297
Didesmandra_aspera,0
Didierea_madagascariensis,118
Didierea_trollii,40
Didymeles_integrifolia,159
Didymeles_perrieri,130
Didymocistus_chrysadenius,309
Didymosalpinx_norae,175
Diegodendron_humbertii,72
Dielsiothamnus_divaricatus,24
Digomphia_densicoma,481
Digomphia_laurifolia,362
Dilkea_exilis,0
Dilkea_retusa,626
Dillenia_alata,1098
Dillenia_aurea,18
Dillenia_auriculata,34
Dillenia_beccariana,34
Dillenia_biflora,32
Dillenia_blanchardii,0
Dillenia_bolsteri,28
Dillenia_borneensis,24
Dillenia_castaneifolia,181
Dillenia_celebica,29
Dillenia_diantha,14
Dillenia_excelsa,334
Dillenia_eximia,34
Dillenia_fagifolia,0
Dillenia_ferruginea,14
Dillenia_fischeri,0
Dillenia_hookeri,61
Dillenia_indica,195
Dillenia_ingens,0
Dillenia_insularum,29
Dillenia_luzoniensis,14
Dillenia_megalantha,0
Dillenia_monantha,0
Dillenia_montana,73
Dillenia_nalagi,29
Dillenia_obovata,33
Dillenia_ochreata,29
Dillenia_ovalifolia,68
Dillenia_ovata,81
Dillenia_papuana,146
Dillenia_parviflora,14
Dillenia_pentagyna,89
Dillenia_philippinensis,28
Dillenia_pulchella,34
Dillenia_quercifolia,38
Dillenia_reifferscheidia,0
Dillenia_reticulata,0
Dillenia_retusa,0
Dillenia_salomonensis,0
Dillenia_scabrella,14
Dillenia_schlechteri,107
Dillenia_serrata,54
Dillenia_sibuyanensis,14
Dillenia_sumatrana,88
Dillenia_triquetra,433
Dillenia_turbinata,87
Dilobeia_tenuinervis,22
Dilobeia_thouarsii,774
Dilodendron_bipinnatum,2869
Dilodendron_costaricense,574
Dilodendron_elegans,198
Dimocarpus_australianus,147
Dimocarpus_confinis,58
Dimocarpus_dentatus,0
Dimocarpus_fumatus,14
Dimocarpus_gardneri,0
Dimocarpus_longan,1632
Dimorphandra_campinarum,58
Dimorphandra_caudata,63
Dimorphandra_coccinea,103
Dimorphandra_conjugata,98
Dimorphandra_cuprea,711
Dimorphandra_davisii,98
Dimorphandra_dissimilis,14
Dimorphandra_exaltata,226
Dimorphandra_gardneriana,2117
Dimorphandra_gigantea,24
Dimorphandra_ignea,44
Dimorphandra_jorgei,236
Dimorphandra_loretensis,44
Dimorphandra_macrostachya,1124
Dimorphandra_mediocris,29
Dimorphandra_mollis,3843
Dimorphandra_multiflora,59
Dimorphandra_parviflora,371
Dimorphandra_pennigera,603
Dimorphandra_polyandra,93
Dimorphandra_pullei,142
Dimorphandra_unijuga,206
Dimorphandra_urubuensis,68
Dimorphandra_vernicosa,447
Dimorphandra_williamii,0
Dimorphandra_wilsonii,111
Dimorphanthera_amplifolia,687
Dimorphanthera_cornuta,323
Dimorphanthera_elegantissima,166
Dimorphanthera_kalkmanii,9
Dimorphanthera_keysseri,352
Dimorphanthera_macbainii,82
Dimorphanthera_microphylla,63
Dimorphanthera_pulchra,0
Dimorphanthera_robbinsii,78
Dimorphanthera_womersleyi,39
Dinghoua_globularis,198
Dinizia_excelsa,685
Dinoseris_salicifolia,256
Dinosperma_erythrococca,856
Dioecrescis_erythroclada,19
Diogenesia_vargasiana,24
Diogoa_retivenia,24
Diogoa_zenkeri,895
Diospyros_abyssinica,1123
Diospyros_acocksii,43
Diospyros_aculeata,187
Diospyros_acuminata,0
Diospyros_aequoris,293
Diospyros_alboflavescens,19
Diospyros_alpina,14
Diospyros_amabi,18
Diospyros_amanap,0
Diospyros_amaniensis,83
Diospyros_amboinensis,0
Diospyros_analamerensis,100
Diospyros_andamanica,49
Diospyros_anisandra,781
Diospyros_anisocalyx,62
Diospyros_anitae,33
Diospyros_anosivolensis,0
Diospyros_apiculata,19
Diospyros_areolata,19
Diospyros_areolifolia,24
Diospyros_argentea,0
Diospyros_armata,0
Diospyros_artanthifolia,605
Diospyros_arupaj,0
Diospyros_atrotricha,0
Diospyros_attenuata,0
Diospyros_aurea,0
Diospyros_australis,6065
Diospyros_balansae,45
Diospyros_balfouriana,0
Diospyros_baranensis,0
Diospyros_baroniana,23
Diospyros_barteri,97
Diospyros_batocana,76
Diospyros_bejaudii,28
Diospyros_bemarivensis,42
Diospyros_benstonei,14
Diospyros_bernieriana,124
Diospyros_bezofensis,28
Diospyros_bipindensis,604
Diospyros_blepharophylla,0
Diospyros_boala,123
Diospyros_boinensis,18
Diospyros_boiviniana,0
Diospyros_boivinii,128
Diospyros_bonii,0
Diospyros_borneensis,98
Diospyros_boutoniana,27
Diospyros_brandisiana,28
Diospyros_brasiliensis,78
Diospyros_brassica,23
Diospyros_brideliifolia,0
Diospyros_britannoborneensis,19
Diospyros_bullata,54
Diospyros_bumelioides,247
Diospyros_burmanica,0
Diospyros_bussei,112
Diospyros_buxifolia,78
Diospyros_calciphila,87
Diospyros_californica,67
Diospyros_caloneura,0
Diospyros_calophylla,141
Diospyros_calycantha,2223
Diospyros_canaliculata,495
Diospyros_candolleana,0
Diospyros_capreifolia,335
Diospyros_capricornuta,19
Diospyros_carbonaria,49
Diospyros_caribaea,0
Diospyros_carpinifolia,0
Diospyros_castanea,28
Diospyros_cathayensis,64
Diospyros_caudisepala,0
Diospyros_cauliflora,176
Diospyros_cauligera,29
Diospyros_cavalcantei,19
Diospyros_cayennensis,92
Diospyros_celebica,19
Diospyros_chaetocarpa,0
Diospyros_chamaethamnus,112
Diospyros_chartacea,0
Diospyros_cherrieri,18
Diospyros_chloroxylon,0
Diospyros_christophersenii,0
Diospyros_chrysocarpa,39
Diospyros_chrysophyllos,13
Diospyros_chunii,9
Diospyros_cinnabarina,762
Diospyros_cinnamomoides,289
Diospyros_clementium,0
Diospyros_clusiifolia,66
Diospyros_coccolobifolia,120
Diospyros_comorensis,91
Diospyros_confertiflora,38
Diospyros_conformis,0
Diospyros_conocarpa,648
Diospyros_consanguinea,19
Diospyros_consolatae,129
Diospyros_conzattii,311
Diospyros_cooperi,195
Diospyros_corallina,0
Diospyros_cordato-oblonga,29
Diospyros_coriacea,19
Diospyros_coursiana,0
Diospyros_crassiflora,413
Diospyros_crassinervis,31
Diospyros_crebripilis,0
Diospyros_cupulifera,204
Diospyros_curranii,38
Diospyros_dalyom,14
Diospyros_danguyana,127
Diospyros_dasyphylla,37
Diospyros_decandra,28
Diospyros_decaryana,36
Diospyros_defectrix,38
Diospyros_dendo,496
Diospyros_densiflora,0
Diospyros_dichroa,0
Diospyros_dichrophylla,515
Diospyros_dicorypheoides,23
Diospyros_dictyoneura,0
Diospyros_diepenhorstii,14
Diospyros_discocalyx,0
Diospyros_discolor,183
Diospyros_diversilimba,18
Diospyros_dolmen,29
Diospyros_domingensis,0
Diospyros_duartei,33
Diospyros_dumetorum,158
Diospyros_ebenifera,13
Diospyros_ebenum,0
Diospyros_egleri,34
Diospyros_egrettarum,18
Diospyros_ehretioides,33
Diospyros_ekodul,19
Diospyros_elliotii,130
Diospyros_elliptifolia,49
Diospyros_eriantha,1268
Diospyros_erinacea,13
Diospyros_erudita,13
Diospyros_erythrosperma,135
Diospyros_esmereg,0
Diospyros_evena,0
Diospyros_fasciculosa,1069
Diospyros_feliciana,0
Diospyros_ferox,0
Diospyros_ferrea,278
Diospyros_ferruginescens,0
Diospyros_filipendula,23
Diospyros_filipes,36
Diospyros_fischeri,112
Diospyros_flavocarpa,105
Diospyros_foliolosa,0
Diospyros_foliosa,149
Diospyros_forrestii,0
Diospyros_foxworthyi,14
Diospyros_fragrans,472
Diospyros_frutescens,24
Diospyros_fuscovelutina,131
Diospyros_fusiformis,0
Diospyros_gabunensis,702
Diospyros_gallo,29
Diospyros_galpinii,92
Diospyros_gaultheriifolia,245
Diospyros_geayana,13
Diospyros_gillespiei,0
Diospyros_gilletii,177
Diospyros_gillisonii,29
Diospyros_glabra,362
Diospyros_glabrata,0
Diospyros_glandulifera,43
Diospyros_glandulosa,61
Diospyros_glans,50
Diospyros_glomerata,113
Diospyros_goudotii,0
Diospyros_gracilescens,122
Diospyros_gracilipes,432
Diospyros_greenwayi,78
Diospyros_greveana,41
Diospyros_grex,19
Diospyros_grisebachii,0
Diospyros_guatterioides,19
Diospyros_guianensis,396
Diospyros_hainanensis,32
Diospyros_halesioides,0
Diospyros_hallieri,0
Diospyros_haplostylis,784
Diospyros_hasseltii,0
Diospyros_hassleri,18
Diospyros_havilandii,0
Diospyros_hazomainty,0
Diospyros_hebecarpa,918
Diospyros_hemiteles,0
Diospyros_heterosepala,0
Diospyros_heterotricha,112
Diospyros_heudelotii,335
Diospyros_hierniana,0
Diospyros_hilairei,0
Diospyros_hillebrandii,22
Diospyros_hirsuta,0
Diospyros_hispida,2721
Diospyros_howii,18
Diospyros_hoyleana,496
Diospyros_humbertiana,202
Diospyros_implexicalyx,32
Diospyros_impolita,27
Diospyros_inconstans,2235
Diospyros_inflata,9
Diospyros_inhacaensis,65
Diospyros_insignis,0
Diospyros_insularis,73
Diospyros_intricata,162
Diospyros_ismailii,0
Diospyros_iturensis,1042
Diospyros_japonica,480
Diospyros_javanica,0
Diospyros_johnstoniana,61
Diospyros_juruensis,561
Diospyros_kabuyeana,239
Diospyros_kaki,815
Diospyros_kamerunensis,412
Diospyros_kanizur,0
Diospyros_kanurii,0
Diospyros_katendei,0
Diospyros_kerrii,0
Diospyros_ketsensis,0
Diospyros_ketun,93
Diospyros_kintungensis,0
Diospyros_kirkii,263
Diospyros_kolom,0
Diospyros_kondor,39
Diospyros_korthalsiana,24
Diospyros_korupensis,34
Diospyros_kotoensis,36
Diospyros_krukovii,0
Diospyros_kupensis,34
Diospyros_kurzii,0
Diospyros_labillardierei,87
Diospyros_lanceifolia,24
Diospyros_lanceolata,148
Diospyros_latisepala,0
Diospyros_latispathulata,104
Diospyros_leucocalyx,122
Diospyros_leucomelas,23
Diospyros_liberiensis,53
Diospyros_lokohensis,155
Diospyros_lolin,34
Diospyros_lolinopsis,14
Diospyros_longibracteata,27
Diospyros_longiflora,49
Diospyros_longipedicellata,0
Diospyros_longipilosa,0
Diospyros_longistyla,19
Diospyros_longshengensis,0
Diospyros_lotus,1280
Diospyros_loureiroana,658
Diospyros_louvelii,27
Diospyros_lycioides,2789
Diospyros_mabacea,125
Diospyros_maclurei,14
Diospyros_macrocarpa,279
Diospyros_macrophylla,54
Diospyros_madecassa,52
Diospyros_mafiensis,73
Diospyros_magogoana,0
Diospyros_maingayi,0
Diospyros_major,14
Diospyros_malabarica,109
Diospyros_manampetsae,89
Diospyros_manausensis,0
Diospyros_mangabensis,254
Diospyros_mangorensis,0
Diospyros_mannii,923
Diospyros_manu,33
Diospyros_mapingo,113
Diospyros_margaretae,18
Diospyros_maritima,2193
Diospyros_martabanica,13
Diospyros_martinii,0
Diospyros_masoalensis,66
Diospyros_matheriana,98
Diospyros_meeusiana,23
Diospyros_melanida,0
Diospyros_melanoxylon,13
Diospyros_melocarpa,157
Diospyros_mespiliformis,4015
Diospyros_metcalfii,0
Diospyros_mexiae,23
Diospyros_miaoshanica,17
Diospyros_micrantha,34
Diospyros_microrhombus,58
Diospyros_miltonii,28
Diospyros_minahassae,0
Diospyros_mindanaensis,19
Diospyros_minimifolia,18
Diospyros_mollis,52
Diospyros_monbuttensis,952
Diospyros_montana,125
Diospyros_moonii,0
Diospyros_morrisiana,310
Diospyros_mweroensis,96
Diospyros_myriophylla,373
Diospyros_myrmecocarpa,112
Diospyros_myrtifolia,49
Diospyros_nanay,39
Diospyros_natalensis,337
Diospyros_neglecta,0
Diospyros_nemorosa,0
Diospyros_neraudii,27
Diospyros_nigra,1280
Diospyros_nigrocortex,0
Diospyros_nodosa,18
Diospyros_normanbyensis,0
Diospyros_novoguineensis,82
Diospyros_nur,0
Diospyros_oaxacana,290
Diospyros_obducta,18
Diospyros_obliquifolia,275
Diospyros_oblonga,0
Diospyros_occlusa,255
Diospyros_occulta,29
Diospyros_okkesii,0
Diospyros_olacinoides,172
Diospyros_oldhamii,251
Diospyros_oleifera,92
Diospyros_oligantha,0
Diospyros_onanae,14
Diospyros_oubatchensis,73
Diospyros_ovalifolia,14
Diospyros_ovalis,33
Diospyros_pallens,42
Diospyros_palmeri,249
Diospyros_pancheri,50
Diospyros_panguana,0
