Species,AOO
Syagrus_ruschiana,153
Syagrus_sancona,800
Syagrus_schizophylla,470
Syagrus_smithii,235
Syagrus_stenopetala,14
Syagrus_stratincola,39
Syagrus_vagans,182
Syagrus_vermicularis,68
Syagrus_weddelliana,27
Sycopsis_sinensis,354
Sylvichadsia_grandidieri,40
Sylvichadsia_grandifolia,94
Symbolanthus_aureus,0
Symbolanthus_australis,37
Symbolanthus_brittonianus,56
Symmeria_paniculata,676
Sympetalandra_borneensis,29
Sympetalandra_unijuga,34
Symphonia_eugenioides,37
Symphonia_fasciculata,148
Symphonia_globulifera,12109
Symphonia_gymnoclada,196
Symphonia_lepidocarpa,33
Symphonia_linearis,61
Symphonia_louvelii,295
Symphonia_microphylla,219
Symphonia_nectarifera,78
Symphonia_oligantha,19
Symphonia_pauciflora,366
Symphonia_sessiliflora,33
Symphonia_tanalensis,155
Symphonia_urophylla,452
Symphonia_verrucosa,93
Symphyopappus_lymansmithii,350
Symplococarpon_flavifolium,61
Symplococarpon_purpusii,929
Symplocos_abietorum,0
Symplocos_adenophylla,689
Symplocos_adenopus,205
Symplocos_altissima,0
Symplocos_amplifolia,0
Symplocos_ampulliformis,174
Symplocos_angulata,23
Symplocos_anomala,1313
Symplocos_arechea,314
Symplocos_atlantica,0
Symplocos_austin-smithii,664
Symplocos_austrosinensis,40
Symplocos_badia,0
Symplocos_baehnii,53
Symplocos_baeuerlenii,251
Symplocos_bidana,128
Symplocos_blancae,0
Symplocos_bogotensis,239
Symplocos_breedlovei,217
Symplocos_caerulescens,45
Symplocos_candelabrum,326
Symplocos_canescens,83
Symplocos_carmencitae,19
Symplocos_celastrinea,1566
Symplocos_cernua,0
Symplocos_chimantensis,0
Symplocos_citrea,1058
Symplocos_clethrifolia,39
Symplocos_coccinea,399
Symplocos_cochinchinensis,5967
Symplocos_congesta,762
Symplocos_coriacea,121
Symplocos_corymboclados,325
Symplocos_costaricana,276
Symplocos_crassilimba,36
Symplocos_crassiramifera,66
Symplocos_culminicola,0
Symplocos_cyanocarpa,269
Symplocos_dasyphylla,13
Symplocos_debilis,85
Symplocos_dolichotricha,67
Symplocos_dryophila,289
Symplocos_ecuadorensis,54
Symplocos_elliptica,34
Symplocos_excelsa,79
Symplocos_falcata,523
Symplocos_fimbriata,197
Symplocos_flosfragrans,146
Symplocos_fukienensis,0
Symplocos_fuliginosa,83
Symplocos_glandulifera,45
Symplocos_glauca,1046
Symplocos_glaziovii,27
Symplocos_globosa,0
Symplocos_globulifera,0
Symplocos_glomerata,435
Symplocos_groffii,134
Symplocos_guianensis,856
Symplocos_hainanensis,0
Symplocos_harroldii,219
Symplocos_hartwegii,146
Symplocos_heishanensis,449
Symplocos_henschelii,107
Symplocos_hiemalis,37
Symplocos_hookeri,73
Symplocos_incrassata,66
Symplocos_insignis,182
Symplocos_itatiaiae,199
Symplocos_jurgensenii,141
Symplocos_lanata,23
Symplocos_lancifolia,1693
Symplocos_lasseri,14
Symplocos_laxiflora,437
Symplocos_lehmannii,44
Symplocos_limoncillo,1051
Symplocos_longipes,126
Symplocos_lucida,267
Symplocos_lugubris,77
Symplocos_mapiriensis,237
Symplocos_martinicensis,345
Symplocos_melanochroa,43
Symplocos_mezii,19
Symplocos_micrantha,37
Symplocos_microstyla,23
Symplocos_morii,43
Symplocos_mucronata,137
Symplocos_nana,110
Symplocos_naniflora,87
Symplocos_neblinae,44
Symplocos_neei,93
Symplocos_neocaledonica,36
Symplocos_nitens,2010
Symplocos_nitidiflora,309
Symplocos_nivalis,19
Symplocos_nuda,166
Symplocos_oreophila,38
Symplocos_organensis,41
Symplocos_ovatilobata,13
Symplocos_panamensis,281
Symplocos_paniculata,2130
Symplocos_patazensis,0
Symplocos_paucistaminea,498
Symplocos_pendula,69
Symplocos_pentandra,669
Symplocos_peruviana,48
Symplocos_phaeoneura,68
Symplocos_pilosa,0
Symplocos_platyphylla,165
Symplocos_pluribracteata,0
Symplocos_poilanei,46
Symplocos_povedae,58
Symplocos_psiloclada,86
Symplocos_pubescens,1416
Symplocos_pycnantha,529
Symplocos_pycnophylla,142
Symplocos_pyrifolia,26
Symplocos_quitensis,518
Symplocos_racemosa,379
Symplocos_ramosissima,499
Symplocos_reflexa,73
Symplocos_retusa,38
Symplocos_revoluta,341
Symplocos_rhamnifolia,301
Symplocos_rhomboidea,53
Symplocos_rigidissima,210
Symplocos_rimbachii,19
Symplocos_rizzinii,0
Symplocos_robinfosteri,33
Symplocos_robusta,18
Symplocos_sandemanii,29
Symplocos_scabra,38
Symplocos_serrulata,584
Symplocos_spruceana,33
Symplocos_stawellii,1474
Symplocos_stellaris,899
Symplocos_suaveolens,14
Symplocos_subandina,49
Symplocos_subcuneata,269
Symplocos_sulcata,49
Symplocos_sumuntia,2506
Symplocos_tacanensis,14
Symplocos_tenuifolia,1293
Symplocos_tetrandra,1001
Symplocos_theiformis,490
Symplocos_thwaitesii,1933
Symplocos_tinctoria,3581
Symplocos_tribracteolata,130
Symplocos_ulei,49
Symplocos_ulotricha,0
Symplocos_umbellata,0
Symplocos_uniflora,2097
Symplocos_vatteri,28
Symplocos_viridissima,126
Symplocos_wikstroemiifolia,311
Symplocos_yapacanensis,0
Synapsis_ilicifolia,0
Syncarpia_glomulifera,12861
Syncarpia_hillii,244
Syncarpia_verecunda,148
Syndiclis_chinensis,18
Syndiclis_fooningensis,0
Syndiclis_lotungensis,0
Syndiclis_marlipoensis,0
Syndiclis_sichourensis,0
Syndyophyllum_excelsum,19
Syndyophyllum_occidentale,14
Synechanthus_fibrosus,491
Synechanthus_warscewiczianus,2025
Synima_cordieri,109
Synoum_glandulosum,10921
Synsepalum_afzelii,254
Synsepalum_aubrevillei,68
Synsepalum_bequaertii,24
Synsepalum_brenanii,0
Synsepalum_brevipes,1157
Synsepalum_cerasiferum,214
Synsepalum_congolense,29
Synsepalum_dulcificum,1227
Synsepalum_fleuryanum,78
Synsepalum_gabonense,19
Synsepalum_laurentii,44
Synsepalum_letouzei,34
Synsepalum_muelleri,47
Synsepalum_nyangense,14
Synsepalum_passargei,291
Synsepalum_pobeguinianum,149
Synsepalum_revolutum,78
Synsepalum_seretii,73
Synsepalum_stipulatum,521
Synsepalum_subcordatum,167
Synsepalum_subverticillatum,39
Synsepalum_tsounkpe,29
Synsepalum_ulugurense,29
Synsepalum_zenkeri,19
Syringa_emodi,62
Syringa_komarowii,84
Syringa_oblata,152
Syringa_pinetorum,26
Syringa_reticulata,679
Syringa_tomentella,365
Syringa_villosa,29
Syringa_vulgaris,352
Systemonodaphne_geminiflora,169
Syzygium_abbreviatum,0
Syzygium_abortivum,0
Syzygium_acre,36
Syzygium_acuminatissimum,633
Syzygium_acutangulum,136
Syzygium_adelphicum,234
Syzygium_adenophyllum,0
Syzygium_aeoranthum,19
Syzygium_aggregatum,110
Syzygium_alatoramulum,150
Syzygium_alatum,273
Syzygium_albayense,0
Syzygium_albiflorum,19
Syzygium_alliiligneum,220
Syzygium_alvarezii,0
Syzygium_amicorum,14
Syzygium_amieuense,36
Syzygium_ampliflorum,0
Syzygium_amplifolium,18
Syzygium_amplum,136
Syzygium_ampullarium,0
Syzygium_aneityense,23
Syzygium_angkae,0
Syzygium_angophoroides,3317
Syzygium_anomalum,0
Syzygium_antisepticum,67
Syzygium_aoupinianum,0
Syzygium_apiarii,0
Syzygium_apodophyllum,382
Syzygium_apoense,0
Syzygium_aqueum,388
Syzygium_araiocladum,18
Syzygium_arboreum,101
Syzygium_arcuatinervium,0
Syzygium_arenitense,76
Syzygium_argyrocalyx,14
Syzygium_argyropedicum,105
Syzygium_armstrongii,896
Syzygium_aromaticum,49
Syzygium_assimile,0
Syzygium_attenuatum,63
Syzygium_attopeuense,0
Syzygium_aurantiacum,14
Syzygium_auriculatum,59
Syzygium_australe,4484
Syzygium_austrocaledonicum,215
Syzygium_austrosinense,76
Syzygium_baeuerlenii,19
Syzygium_baladense,100
Syzygium_balansae,50
Syzygium_balsameum,27
Syzygium_bamagense,350
Syzygium_bankense,54
Syzygium_banksii,320
Syzygium_baramense,14
Syzygium_barnesii,0
Syzygium_barringtonioides,0
Syzygium_bartonii,0
Syzygium_bataanense,0
Syzygium_beccarii,0
Syzygium_beddomei,0
Syzygium_benguellense,0
Syzygium_benjaminum,171
Syzygium_bernieri,419
Syzygium_bicolor,29
Syzygium_boisianum,0
Syzygium_boonjee,159
Syzygium_borneense,34
Syzygium_brachycalyx,13
Syzygium_brachyrachis,0
Syzygium_brachythyrsum,0
Syzygium_brackenridgei,0
Syzygium_branderhorstii,217
Syzygium_brevifolium,0
Syzygium_brevioperculatum,13
Syzygium_brevipes,0
Syzygium_brongniartii,64
Syzygium_buettnerianum,452
Syzygium_bullockii,59
Syzygium_bungadinnia,173
Syzygium_burepense,14
Syzygium_burkillianum,0
Syzygium_busuense,14
Syzygium_buxifolioideum,0
Syzygium_buxifolium,1556
Syzygium_callianthum,29
Syzygium_calophyllifolium,0
Syzygium_calubcob,14
Syzygium_canicortex,329
Syzygium_capillaceum,32
Syzygium_capituliferum,0
Syzygium_capoasense,0
Syzygium_carolinense,24
Syzygium_carrii,0
Syzygium_cartilagineum,0
Syzygium_caryophyllatum,0
Syzygium_castaneum,24
Syzygium_caudatilimbum,58
Syzygium_caudatum,19
Syzygium_cauliflorum,0
Syzygium_championii,100
Syzygium_chloranthum,34
Syzygium_chloroleucum,0
Syzygium_christophersenii,0
Syzygium_chunianum,17
Syzygium_cinctum,0
Syzygium_cinnamomeum,0
Syzygium_cladopterum,29
Syzygium_clavellatum,0
Syzygium_claviflorum,1308
Syzygium_clusiifolium,56
Syzygium_coalitum,53
Syzygium_commersonii,0
Syzygium_conceptionis,36
Syzygium_concinnum,0
Syzygium_condensatum,79
Syzygium_confertiflorum,0
Syzygium_confertum,14
Syzygium_conglobatum,0
Syzygium_conglomeratum,0
Syzygium_congolense,177
Syzygium_conspersipunctatum,13
Syzygium_cordatum,1355
Syzygium_cordifolium,0
Syzygium_cormiflorum,1045
Syzygium_corynanthum,782
Syzygium_corynocarpum,33
Syzygium_creaghii,0
Syzygium_crebrinerve,1023
Syzygium_cumini,1662
Syzygium_cuneiforme,0
Syzygium_curtisii,0
Syzygium_curvistylum,0
Syzygium_cymosum,0
Syzygium_danguyanum,88
Syzygium_dansiei,28
Syzygium_daphne,0
Syzygium_dasyphyllum,0
Syzygium_dealbatum,18
Syzygium_decipiens,83
Syzygium_decussatum,0
Syzygium_delicatulum,0
Syzygium_dempoense,0
Syzygium_densiflorum,0
Syzygium_densinervium,36
Syzygium_deplanchei,183
Syzygium_diffusum,0
Syzygium_diospyrifolium,14
Syzygium_dispansum,0
Syzygium_divaricatum,272
Syzygium_dolichophyllum,29
Syzygium_duplomarginatum,0
Syzygium_durifolium,0
Syzygium_duthieanum,0
Syzygium_dyerianum,0
Syzygium_effusum,679
Syzygium_elliptilimbum,14
Syzygium_elopurae,0
Syzygium_emirnense,1064
Syzygium_endophloium,488
Syzygium_erythranthum,0
Syzygium_erythrocalyx,150
Syzygium_erythrodoxum,243
Syzygium_erythropetalum,88
Syzygium_eucalyptoides,4655
Syzygium_euonymifolium,36
Syzygium_euphlebium,177
Syzygium_everettii,0
Syzygium_fastigiatum,180
Syzygium_fibrosum,873
Syzygium_filiforme,0
Syzygium_flagrimonte,0
Syzygium_flavescens,34
Syzygium_floribundum,886
Syzygium_flosculiferum,0
Syzygium_formosanum,565
Syzygium_formosum,19
Syzygium_forrestii,18
Syzygium_forte,1863
Syzygium_foxworthyi,0
Syzygium_francisii,1037
Syzygium_fratris,28
Syzygium_frutescens,151
Syzygium_fullagarii,29
Syzygium_furfuraceum,278
Syzygium_fuscescens,0
Syzygium_ganophyllum,0
Syzygium_garciniifolium,0
Syzygium_germainii,0
Syzygium_gerrardii,236
Syzygium_gillespiei,0
Syzygium_gilletii,44
Syzygium_giorgii,83
Syzygium_glabratum,19
Syzygium_glanduligerum,0
Syzygium_glaucum,0
Syzygium_glenum,33
Syzygium_globiflorum,50
Syzygium_glomeratum,0
Syzygium_gonatanthum,117
Syzygium_goniocalyx,24
Syzygium_goniopterum,53
Syzygium_gracilipes,37
Syzygium_grande,63
Syzygium_graveolens,287
Syzygium_grayi,0
Syzygium_grevesianum,0
Syzygium_griffithii,0
Syzygium_griseum,0
Syzygium_guillauminii,41
Syzygium_guineense,4563
Syzygium_gustavioides,503
Syzygium_hainanense,13
Syzygium_hancei,208
Syzygium_handelii,18
Syzygium_harmandii,0
Syzygium_havilandii,0
Syzygium_hedraiophyllum,263
Syzygium_helferi,14
Syzygium_hemilamprum,1618
Syzygium_hemisphericum,0
Syzygium_hemsleyanum,0
Syzygium_heterobotrys,0
Syzygium_hirtum,73
Syzygium_hodgkinsoniae,842
Syzygium_homichlophilum,29
Syzygium_hoseanum,0
Syzygium_houttuynii,14
Syzygium_howii,0
Syzygium_hughcumingii,0
Syzygium_humblotii,0
Syzygium_hylochare,63
Syzygium_hylophilum,347
Syzygium_imitans,13
Syzygium_incarnatum,24
Syzygium_incrassatum,0
Syzygium_ingens,806
Syzygium_inophylloides,85
Syzygium_inophyllum,0
Syzygium_insulare,53
Syzygium_intumescens,0
Syzygium_iteophyllum,39
Syzygium_ixoroides,0
Syzygium_jambos,1000
Syzygium_jasminifolium,0
Syzygium_johnsonii,844
Syzygium_kabaense,0
Syzygium_kajewskii,23
Syzygium_kalahiense,0
Syzygium_keysseri,0
Syzygium_kiauense,19
Syzygium_kietanum,0
Syzygium_kinabaluense,14
Syzygium_koghianum,64
Syzygium_koordersianum,0
Syzygium_koumacense,18
Syzygium_kunstleri,0
Syzygium_kuranda,475
Syzygium_kusukusuense,195
Syzygium_kwangtungense,36
Syzygium_laetum,0
Syzygium_laqueatum,63
Syzygium_lateriflorum,142
Syzygium_latifolium,0
Syzygium_laxiflorum,0
Syzygium_lecardii,73
Syzygium_legatii,72
Syzygium_lenbrassii,9
Syzygium_leonhardii,0
Syzygium_leptoneurum,34
Syzygium_leptophlebium,0
Syzygium_leptopodium,180
Syzygium_leptostemon,98
Syzygium_leucoxylon,48
Syzygium_levinei,91
Syzygium_lifuanum,68
Syzygium_lineatum,57
Syzygium_littorale,0
Syzygium_loiseleurioides,13
Syzygium_longifolium,59
Syzygium_longipes,288
Syzygium_lorentzianum,43
Syzygium_lorofolium,0
Syzygium_luehmannii,1169
Syzygium_lugubre,23
Syzygium_lunduense,0
Syzygium_luzonense,0
Syzygium_macilwraithianum,86
Syzygium_mackinnonianum,100
Syzygium_macranthum,306
Syzygium_macrocalyx,9
Syzygium_madangense,0
Syzygium_magnoliifolium,0
Syzygium_mainitense,0
Syzygium_maire,965
Syzygium_makul,0
Syzygium_malaccense,496
Syzygium_mananquil,0
Syzygium_manii,0
Syzygium_masukuense,52
Syzygium_medium,0
Syzygium_megalanthum,0
Syzygium_megalospermum,53
Syzygium_megistophyllum,29
Syzygium_merokense,0
Syzygium_micans,13
Syzygium_micklethwaitii,151
Syzygium_micrandrum,0
Syzygium_micropodum,172
Syzygium_millsii,0
Syzygium_minutuliflorum,1306
Syzygium_monimioides,33
Syzygium_monospermum,108
Syzygium_moorei,787
Syzygium_mouanum,137
Syzygium_muelleri,0
Syzygium_multinerve,0
Syzygium_multipetalum,232
Syzygium_munronii,0
Syzygium_myhendrae,0
Syzygium_myriadenum,33
Syzygium_myrsinifolium,31
Syzygium_myrtifolium,0
Syzygium_myrtilloides,0
Syzygium_myrtoides,0
Syzygium_naiadum,29
Syzygium_napiforme,0
Syzygium_nemorale,58
Syzygium_neocaledonicum,124
Syzygium_nervosum,1412
Syzygium_neurocalyx,19
Syzygium_nidie,14
Syzygium_nigricans,14
Syzygium_nitidum,0
Syzygium_nomoa,32
Syzygium_normanbiensc,24
Syzygium_nutans,97
Syzygium_oblanceolatum,19
Syzygium_oblancilimbum,0
Syzygium_oblatum,32
Syzygium_odoratum,32
Syzygium_oleosum,3927
Syzygium_oligadelphum,0
Syzygium_oliganthum,0
Syzygium_oligomyrum,19
Syzygium_onesimum,19
Syzygium_onivense,32
Syzygium_ovalifolium,0
Syzygium_owariense,559
Syzygium_pachycladum,88
Syzygium_pachyphyllum,14
Syzygium_pachysarcum,0
Syzygium_pachysepalum,0
Syzygium_palawanense,0
Syzygium_pallens,19
Syzygium_pancheri,283
Syzygium_paniculatum,978
Syzygium_paniense,55
Syzygium_panzeri,0
Syzygium_papillosum,0
Syzygium_papyraceum,324
Syzygium_paraiense,0
Syzygium_parkeri,191
Syzygium_parvifolium,39
Syzygium_parvulum,39
Syzygium_patentinerve,0
Syzygium_paucivenium,31
Syzygium_penibukanense,0
Syzygium_peregrinum,0
Syzygium_pergamaceum,77
Syzygium_perspicuinervium,0
Syzygium_petrophilum,0
Syzygium_phaeophyllum,0
Syzygium_phaeostictum,34
Syzygium_philippinense,0
Syzygium_phillyreifolium,98
Syzygium_pierrei,0
Syzygium_platycarpum,0
Syzygium_platypodum,24
Syzygium_plumeum,78
Syzygium_pluviatile,24
Syzygium_politum,0
Syzygium_polyanthum,58
Syzygium_polycephaloides,28
Syzygium_polycephalum,14
Syzygium_polypetaloideum,31
Syzygium_pondoense,34
Syzygium_porphyrocarpum,107
Syzygium_poyanum,18
Syzygium_praecox,0
Syzygium_praineanum,0
Syzygium_prasiniflorum,0
Syzygium_pringlei,57
Syzygium_pseudofastigiatum,163
Syzygium_pseudomalaccense,0
Syzygium_pseudomolle,0
Syzygium_pterocalyx,27
Syzygium_pterophorum,0
Syzygium_pteropodum,39
Syzygium_puberulum,178
Syzygium_punctilimbum,24
Syzygium_purpuricarpum,0
Syzygium_pustulatum,14
Syzygium_pycnanthum,103
Syzygium_pyrifolium,0
Syzygium_pyriforme,29
Syzygium_pyrocarpum,58
Syzygium_quadratum,0
Syzygium_racemosum,49
Syzygium_rambutyense,0
Syzygium_ramiflorum,0
Syzygium_ramosissimum,0
Syzygium_recurvovenosum,0
Syzygium_rehderianum,139
Syzygium_rejangense,0
Syzygium_remotifolium,0
Syzygium_resa,509
Syzygium_revolutum,0
Syzygium_rhopalanthum,196
Syzygium_richardsonianum,146
Syzygium_richii,18
Syzygium_ridleyi,0
Syzygium_ridsdalei,0
Syzygium_ripicola,14
Syzygium_robbinsii,19
Syzygium_roemeri,19
Syzygium_rosaceum,24
Syzygium_rosenbluthii,0
Syzygium_roseum,0
Syzygium_rosulentum,14
Syzygium_rotundifolium,14
Syzygium_rowlandii,210
Syzygium_rubescens,0
Syzygium_rubicundum,0
Syzygium_rubrimolle,37
Syzygium_rubropunctatum,0
Syzygium_rysopodum,14
Syzygium_sabangense,14
Syzygium_sakalavarum,228
Syzygium_salicifolium,0
Syzygium_saliciforme,0
Syzygium_salicinum,29
Syzygium_salictoides,0
Syzygium_salpinganthum,0
Syzygium_salwinense,18
Syzygium_samarangense,214
Syzygium_sambogense,19
Syzygium_samoense,14
Syzygium_sandwicense,50
Syzygium_savaiiense,33
Syzygium_sayeri,504
Syzygium_schumannianum,39
Syzygium_sclerophyllum,0
Syzygium_scortechinii,34
Syzygium_seemannianum,0
Syzygium_setosum,0
Syzygium_sexangulatum,19
Syzygium_siamense,18
Syzygium_simile,32
Syzygium_singaporense,0
Syzygium_skiophilum,0
Syzygium_smithii,15337
Syzygium_sogerense,19
Syzygium_sorongense,0
Syzygium_staudtii,486
Syzygium_steenisii,19
Syzygium_stelechanthum,14
Syzygium_stenocladum,0
Syzygium_sterrophyllum,36
Syzygium_stipulare,14
Syzygium_subalatum,288
Syzygium_subamplexicaule,0
Syzygium_subcaudatum,0
Syzygium_subcorymbosum,219
Syzygium_subcrenatum,0
Syzygium_subdecussatum,14
Syzygium_subglobosum,0
Syzygium_suborbiculare,3398
Syzygium_subsessilifolium,0
Syzygium_swettenhamianum,0
Syzygium_sylvicola,53
Syzygium_symingtonianum,0
Syzygium_syzygioides,48
Syzygium_szemaoense,45
Syzygium_taeniatum,49
Syzygium_taiwanicum,18
Syzygium_tapiaka,0
Syzygium_tawahense,24
Syzygium_taytayense,0
Syzygium_tenuiflorum,13
Syzygium_tephrodes,23
Syzygium_tetragonum,113
Syzygium_tetrapterum,14
Syzygium_thompsonii,0
Syzygium_thornei,53
Syzygium_thumra,0
Syzygium_tierneyanum,2288
Syzygium_tiumanense,0
Syzygium_toninense,124
Syzygium_tonkinense,14
Syzygium_tontoutaense,0
Syzygium_trachyanthum,102
Syzygium_trachyphloium,404
Syzygium_trichotomum,0
Syzygium_tripetalum,105
Syzygium_triphlebium,29
Syzygium_tripinnatum,18
Syzygium_trivene,258
Syzygium_tsoongii,32
Syzygium_tympananthum,19
Syzygium_umbilicatum,0
Syzygium_uniflorum,0
Syzygium_unipunctatum,422
Syzygium_urceolatum,73
Syzygium_urophyllum,0
Syzygium_valdevenosum,24
Syzygium_validinerve,0
Syzygium_variabile,146
Syzygium_variolosum,14
Syzygium_velutinum,0
Syzygium_venosum,0
Syzygium_verniciflorum,44
Syzygium_vernicosum,0
Syzygium_verrucosum,32
Syzygium_versteegii,156
Syzygium_vestitum,0
Syzygium_viburnoides,14
Syzygium_vidalianum,0
Syzygium_villamilii,19
Syzygium_villiferum,0
Syzygium_virotii,31
Syzygium_wagapense,109
Syzygium_waikaiunense,0
Syzygium_warburgii,13
Syzygium_waterhousei,34
Syzygium_watutense,0
Syzygium_wesa,497
Syzygium_wilsonii,455
Syzygium_wollastonii,0
Syzygium_womersleyi,205
Syzygium_wrightii,0
Syzygium_xerampelinum,145
Syzygium_xylopiaceum,29
Syzygium_yunnanense,0
Syzygium_zeylanicum,14
Syzygium_zhenghei,195
Syzygium_zimmermannii,0
Syzygium_zollingerianum,0
Tabebuia_acrophylla,148
Tabebuia_angustata,96
Tabebuia_arimaoensis,0
Tabebuia_aurea,6005
Tabebuia_bahamensis,76
Tabebuia_berteroi,377
Tabebuia_bibracteolata,27
Tabebuia_brooksiana,36
Tabebuia_buchii,0
Tabebuia_bullata,60
Tabebuia_calcicola,64
Tabebuia_cassinoides,484
Tabebuia_conferta,14
Tabebuia_crispiflora,28
Tabebuia_densifolia,46
Tabebuia_dubia,64
Tabebuia_elegans,27
Tabebuia_elliptica,689
Tabebuia_fluviatilis,602
Tabebuia_gemmiflora,89
Tabebuia_haemantha,238
Tabebuia_heterophylla,991
Tabebuia_hypoleuca,69
Tabebuia_inaequipes,0
Tabebuia_insignis,3216
Tabebuia_jackiana,0
Tabebuia_karsoana,23
Tabebuia_lepidota,78
Tabebuia_leptoneura,105
Tabebuia_linearis,23
Tabebuia_maxonii,13
Tabebuia_microphylla,92
Tabebuia_moaensis,55
Tabebuia_multinervis,0
Tabebuia_myrtifolia,178
Tabebuia_nodosa,410
Tabebuia_obovata,79
Tabebuia_obtusifolia,498
Tabebuia_ophiolithica,18
Tabebuia_orinocensis,195
Tabebuia_pallida,85
Tabebuia_paniculata,18
Tabebuia_pilosa,176
Tabebuia_pinetorum,0
Tabebuia_platyantha,46
Tabebuia_polymorpha,18
Tabebuia_pulverulenta,23
Tabebuia_reticulata,117
Tabebuia_revoluta,37
Tabebuia_ricardii,23
Tabebuia_rigida,79
Tabebuia_rosea,4820
Tabebuia_roseoalba,3554
Tabebuia_sauvallei,31
Tabebuia_schumanniana,121
Tabebuia_shaferi,32
Tabebuia_stenocalyx,478
Tabebuia_striata,43
Tabebuia_trachycarpa,133
Tabebuia_vinosa,60
Tabebuia_zanonii,0
Tabernaemontana_africana,940
Tabernaemontana_alba,4164
Tabernaemontana_allenii,0
Tabernaemontana_alternifolia,23
Tabernaemontana_amplifolia,303
Tabernaemontana_amygdalifolia,3059
Tabernaemontana_angulata,922
Tabernaemontana_antheonycta,0
Tabernaemontana_arborea,1107
Tabernaemontana_attenuata,166
Tabernaemontana_aurantiaca,288
Tabernaemontana_bovina,176
Tabernaemontana_brachyantha,275
Tabernaemontana_brasiliensis,29
Tabernaemontana_bufalina,112
Tabernaemontana_calcarea,365
Tabernaemontana_capuronii,14
Tabernaemontana_catharinensis,5142
Tabernaemontana_cerea,181
Tabernaemontana_cerifera,100
Tabernaemontana_ciliata,532
Tabernaemontana_citrifolia,820
Tabernaemontana_coffeoides,1565
Tabernaemontana_columbiensis,363
Tabernaemontana_contorta,132
Tabernaemontana_cordata,0
Tabernaemontana_coriacea,557
Tabernaemontana_corymbosa,187
Tabernaemontana_crassa,1144
Tabernaemontana_crassifolia,141
Tabernaemontana_cumata,29
Tabernaemontana_cuspidata,194
Tabernaemontana_cymosa,1792
Tabernaemontana_debrayi,47
Tabernaemontana_dichotoma,0
Tabernaemontana_disticha,417
Tabernaemontana_divaricata,132
Tabernaemontana_donnell-smithii,1669
Tabernaemontana_elegans,384
Tabernaemontana_eubracteata,184
Tabernaemontana_eusepala,189
Tabernaemontana_eusepaloides,71
Tabernaemontana_flavicans,2048
Tabernaemontana_gamblei,0
Tabernaemontana_grandiflora,3305
Tabernaemontana_granulosa,0
Tabernaemontana_heterophylla,3415
Tabernaemontana_humblotii,127
Tabernaemontana_hystrix,1876
Tabernaemontana_laeta,2018
Tabernaemontana_lagenaria,131
Tabernaemontana_laurifolia,23
Tabernaemontana_leeuwenbergiana,39
Tabernaemontana_letestui,251
Tabernaemontana_linkii,754
Tabernaemontana_litoralis,1208
Tabernaemontana_longipes,1507
Tabernaemontana_lorifera,186
Tabernaemontana_macrocalyx,1698
Tabernaemontana_macrocarpa,260
Tabernaemontana_markgrafiana,979
Tabernaemontana_maxima,270
Tabernaemontana_muricata,166
Tabernaemontana_ochroleuca,0
Tabernaemontana_odoratissima,88
Tabernaemontana_oppositifolia,74
Tabernaemontana_ovalifolia,0
Tabernaemontana_pachysiphon,768
Tabernaemontana_palustris,127
Tabernaemontana_panamensis,590
Tabernaemontana_pandacaqui,6942
Tabernaemontana_pauciflora,209
Tabernaemontana_pauli,189
Tabernaemontana_peduncularis,77
Tabernaemontana_penduliflora,393
Tabernaemontana_persicariifolia,18
Tabernaemontana_phymata,238
Tabernaemontana_polyneura,0
Tabernaemontana_remota,19
Tabernaemontana_retusa,374
Tabernaemontana_robinsonii,771
Tabernaemontana_rupicola,1021
Tabernaemontana_salzmannii,882
Tabernaemontana_sambiranensis,42
Tabernaemontana_sananho,3533
Tabernaemontana_sessilifolia,204
Tabernaemontana_siphilitica,3730
Tabernaemontana_solanifolia,777
Tabernaemontana_sphaerocarpa,73
Tabernaemontana_stapfiana,308
Tabernaemontana_stellata,78
Tabernaemontana_stenosiphon,29
Tabernaemontana_tomentosa,843
Tabernaemontana_undulata,3304
Tabernaemontana_vanheurckii,514
Tabernaemontana_ventricosa,449
Tabernaemontana_wullschlaegelii,32
Tabernanthe_iboga,654
Tacarcuna_amanoifolia,44
Tacarcuna_gentryi,29
Tachia_grandiflora,63
Tachia_grandifolia,285
Tachia_occidentalis,588
Tachia_parviflora,447
Tachia_siwertii,0
Tachia_smithii,0
Tachigali_alba,617
Tachigali_albiflora,137
Tachigali_amplifolia,98
Tachigali_argyrophylla,19
Tachigali_aurea,3355
Tachigali_barnebyi,48
Tachigali_beaurepairei,36
Tachigali_bicornuta,53
Tachigali_bracteosa,468
Tachigali_candelabrum,19
Tachigali_catingae,24
Tachigali_cavipes,334
Tachigali_chrysaloides,306
Tachigali_chrysophylla,762
Tachigali_colombiana,44
Tachigali_costaricensis,179
Tachigali_davidsei,156
Tachigali_densiflora,1121
Tachigali_denudata,641
Tachigali_duckei,104
Tachigali_dwyeri,24
Tachigali_eriopetala,142
Tachigali_formicarum,225
Tachigali_friburgensis,164
Tachigali_fusca,19
Tachigali_glauca,798
Tachigali_goeldiana,191
Tachigali_grandistipulata,24
Tachigali_guianensis,2148
Tachigali_hypoleuca,289
Tachigali_inconspicua,147
Tachigali_leiocalyx,39
Tachigali_longiflora,49
Tachigali_macbridei,268
Tachigali_macropetala,142
