Species,n
Sapium_allenii,18
Sapium_argutum,364
Sapium_ciliatum,29
Sapium_cuneatum,3
Sapium_daphnoides,18
Sapium_glandulosum,1363
Sapium_haematospermum,637
Sapium_haitiense,1
Sapium_jenmannii,55
Sapium_lateriflorum,124
Sapium_laurifolium,467
Sapium_laurocerasus,19
Sapium_leucogynum,2
Sapium_macrocarpum,272
Sapium_marmieri,521
Sapium_obovatum,143
Sapium_pachystachys,67
Sapium_pallidum,72
Sapium_paucinervium,72
Sapium_sellowianum,49
Sapium_stylare,320
Sapranthus_campechianus,155
Sapranthus_microcarpus,137
Sapranthus_palanga,89
Sapranthus_violaceus,107
Sapranthus_viridiflorus,63
Saprosma_arboreum,13
Saprosma_corymbosum,1
Saprosma_crassipes,5
Saprosma_fragrans,1
Saprosma_ternatum,9
Saraca_asoca,4
Saraca_celebica,2
Saraca_declinata,118
Saraca_dives,25
Saraca_hullettii,3
Saraca_indica,10
Saraca_monadelpha,4
Saraca_thaipingensis,5
Saracha_punctata,285
Saracha_quitensis,70
Sararanga_sinuosa,3
Sarcaulus_brasiliensis,554
Sarcaulus_inflexus,11
Sarcaulus_oblatus,6
Sarcaulus_vestitus,14
Sarcaulus_wurdackii,11
Sarcochlamys_pulcherrima,6
Sarcolaena_codonochlamys,55
Sarcolaena_delphinensis,10
Sarcolaena_eriophora,34
Sarcolaena_grandiflora,16
Sarcolaena_isaloensis,5
Sarcolaena_multiflora,173
Sarcolaena_oblongifolia,96
Sarcomphalus_crenatus,1
Sarcomphalus_havanensis,1
Sarcomphalus_laurinus,7
Sarcosperma_affine,1
Sarcosperma_angustifolium,1
Sarcosperma_arboreum,34
Sarcosperma_griffithii,3
Sarcosperma_kachinense,21
Sarcosperma_laurinum,32
Sarcosperma_paniculatum,15
Sarcosperma_pedunculatum,22
Sarcosperma_uittienii,1
Sarcotheca_laxa,4
Saribus_brevifolius,2
Saribus_chocolatinus,3
Saribus_jeanneneyi,4
Saribus_merrillii,2
Saribus_rotundifolius,10
Saribus_surru,2
Saribus_tothur,2
Saribus_woodfordii,4
Sassafras_albidum,16412
Sassafras_randaiense,39
Sassafras_tzumu,89
Satakentia_liukiuensis,1
Satranala_decussilvae,18
Satyria_breviflora,9
Saurauia_adenodonta,28
Saurauia_aequatoriensis,18
Saurauia_angustifolia,53
Saurauia_arnoldii,13
Saurauia_aromatica,34
Saurauia_aspera,131
Saurauia_brachybotrys,274
Saurauia_bullosa,139
Saurauia_cerea,7
Saurauia_chocoensis,21
Saurauia_choriophylla,36
Saurauia_comitis-rossei,30
Saurauia_conzattii,40
Saurauia_crassisepala,16
Saurauia_cuatrecasana,91
Saurauia_cuchumatanensis,36
Saurauia_erythrocarpa,9
Saurauia_excelsa,33
Saurauia_floccifera,64
Saurauia_glabra,33
Saurauia_griffithii,2
Saurauia_herthae,48
Saurauia_kegeliana,118
Saurauia_laevigata,23
Saurauia_laxiflora,4
Saurauia_lehmannii,17
Saurauia_leucocarpa,128
Saurauia_macrotricha,5
Saurauia_madrensis,46
Saurauia_magnifica,9
Saurauia_matudae,23
Saurauia_mexiae,2
Saurauia_micayensis,18
Saurauia_miniata,16
Saurauia_molinae,3
Saurauia_montana,261
Saurauia_napaulensis,111
Saurauia_oreophila,113
Saurauia_oroquensis,2
Saurauia_parviflora,48
Saurauia_peduncularis,25
Saurauia_pedunculata,98
Saurauia_pittieri,87
Saurauia_polyneura,58
Saurauia_portachuelensis,13
Saurauia_prainiana,110
Saurauia_pringlei,34
Saurauia_pseudoleucocarpa,11
Saurauia_pseudostrigillosa,41
Saurauia_pulchra,6
Saurauia_punduana,2
Saurauia_pustulata,9
Saurauia_putumayonis,29
Saurauia_rubiformis,119
Saurauia_rusbyi,13
Saurauia_scabra,51
Saurauia_scabrida,406
Saurauia_schultesiana,3
Saurauia_schultzeorum,6
Saurauia_seibertii,10
Saurauia_selerorum,41
Saurauia_serrata,154
Saurauia_spectabilis,51
Saurauia_strigillosa,66
Saurauia_thyrsiflora,18
Saurauia_tomentosa,169
Saurauia_tristyla,334
Saurauia_ursina,180
Saurauia_villosa,97
Saurauia_waldheimii,94
Saurauia_yasicae,454
Saurauia_yunnanensis,5
Saurauia_zahlbruckneri,20
Sauropus_assimilis,3
Sauropus_quadrangularis,40
Sauropus_similis,8
Savia_dictyocarpa,180
Savia_sessiliflora,157
Scaevola_chamissoniana,23
Scaevola_gaudichaudiana,14
Scaevola_procera,7
Scagea_depauperata,12
Scalesia_affinis,8
Scalesia_aspera,1
Scalesia_divisa,1
Scalesia_helleri,1
Scalesia_incisa,2
Scalesia_pedunculata,4
Scalesia_stewartii,1
Scaphium_affine,3
Scaphium_linearicarpum,3
Scaphium_longipetiolatum,4
Scaphium_macropodum,17
Scaphium_scaphigerum,9
Scaphopetalum_amoenum,73
Scaphopetalum_blackii,193
Scaphopetalum_dewevrei,51
Scaphopetalum_parvifolium,6
Scaphopetalum_talbotii,5
Scaphopetalum_zenkeri,39
Schaefferia_argentinensis,192
Schaefferia_frutescens,120
Schaefferia_ovatifolia,1
Schefflera_acaropunctata,14
Schefflera_actinophylla,595
Schefflera_acuminata,38
Schefflera_acutissima,8
Schefflera_albidobracteata,1
Schefflera_albocapitata,4
Schefflera_allocotantha,16
Schefflera_altigena,1
Schefflera_amungwiwae,2
Schefflera_angiensis,1
Schefflera_angustissima,372
Schefflera_apiculata,1
Schefflera_aquaverensis,3
Schefflera_archeri,58
Schefflera_argophylla,2
Schefflera_aromatica,2
Schefflera_asymmetrica,1
Schefflera_attenuata,19
Schefflera_aurata,8
Schefflera_auyantepuiensis,2
Schefflera_awa,5
Schefflera_baculosa,2
Schefflera_bangii,5
Schefflera_barbata,11
Schefflera_beccariana,1
Schefflera_benguetensis,1
Schefflera_bipalmatifolia,8
Schefflera_blancoi,2
Schefflera_blepharidophylla,52
Schefflera_bodinieri,12
Schefflera_bogotensis,93
Schefflera_boridiana,4
Schefflera_bougainvilleana,10
Schefflera_bractescens,25
Schefflera_brassaiella,3
Schefflera_brenesii,65
Schefflera_brevipedicellata,9
Schefflera_buchtienii,10
Schefflera_burchellii,108
Schefflera_calva,532
Schefflera_calycina,1
Schefflera_calyptricuspidata,9
Schefflera_candelabrum,7
Schefflera_capitata,1
Schefflera_capixaba,7
Schefflera_carrii,2
Schefflera_cartagoensis,7
Schefflera_cephalantha,3
Schefflera_chaetorrhachis,9
Schefflera_chapana,9
Schefflera_chimantensis,46
Schefflera_chinensis,7
Schefflera_chococola,28
Schefflera_cicatricata,10
Schefflera_ciliatifolia,24
Schefflera_clausa,7
Schefflera_clavigera,23
Schefflera_clementis,1
Schefflera_clusietorum,1
Schefflera_coclensis,6
Schefflera_concolor,2
Schefflera_confusa,35
Schefflera_contracta,1
Schefflera_coriacea,27
Schefflera_cracens,2
Schefflera_crassilimba,4
Schefflera_cuatrecasasiana,3
Schefflera_cuneata,2
Schefflera_decaphylla,65
Schefflera_delavayi,121
Schefflera_dichotoma,4
Schefflera_dielsii,44
Schefflera_digitata,5702
Schefflera_digyna,7
Schefflera_diplodactyla,62
Schefflera_disparifolia,2
Schefflera_distractiflora,278
Schefflera_divaricata,1
Schefflera_dolichostyla,5
Schefflera_duidae,42
Schefflera_elachistocephala,12
Schefflera_elata,3
Schefflera_epiphytica,48
Schefflera_eriocephala,7
Schefflera_euryphylla,3
Schefflera_exaltata,2
Schefflera_eximia,2
Schefflera_fantsipanensis,5
Schefflera_fastigiata,1
Schefflera_fengii,6
Schefflera_ferruginea,50
Schefflera_fimbriata,2
Schefflera_foxworthyi,2
Schefflera_glabrata,10
Schefflera_glabrescens,6
Schefflera_glauca,1
Schefflera_gleasonii,8
Schefflera_gracillima,6
Schefflera_grandigemma,6
Schefflera_guanayensis,4
Schefflera_hainanensis,1
Schefflera_harmsii,9
Schefflera_hellwigiana,1
Schefflera_heptaphylla,124
Schefflera_herzogii,58
Schefflera_heterophylla,7
Schefflera_heterotricha,30
Schefflera_hirsuta,1
Schefflera_hitchcockii,9
Schefflera_hoi,21
Schefflera_huachamacarii,3
Schefflera_huberi,2
Schefflera_hullettii,5
Schefflera_humboldtiana,1
Schefflera_hypoleuca,13
Schefflera_hypoleucoides,13
Schefflera_inambarica,22
Schefflera_insculpta,6
Schefflera_instita,17
Schefflera_insularum,4
Schefflera_ischnoacra,26
Schefflera_ischyrocephala,1
Schefflera_jahnii,2
Schefflera_japurensis,80
Schefflera_jauaensis,2
Schefflera_jefensis,7
Schefflera_karsteniana,8
Schefflera_khasiana,9
Schefflera_kollmannii,14
Schefflera_koresii,2
Schefflera_kornasii,1
Schefflera_kuborensis,2
Schefflera_kuchingensis,2
Schefflera_kuntzei,4
Schefflera_lasiogyne,51
Schefflera_lasiosphaera,5
Schefflera_laxiuscula,2
Schefflera_leucantha,52
Schefflera_littorea,3
Schefflera_lociana,2
Schefflera_longifolia,1
Schefflera_longistyla,2
Schefflera_lorentzii,3
Schefflera_lucescens,2
Schefflera_macphersonii,6
Schefflera_macrocarpa,599
Schefflera_macrophylla,18
Schefflera_magnifolia,29
Schefflera_maguireorum,1
Schefflera_malmei,67
Schefflera_marahuacensis,8
Schefflera_marginata,23
Schefflera_marlipoensis,3
Schefflera_mathewsii,7
Schefflera_megalantha,7
Schefflera_meiurophylla,2
Schefflera_metcalfiana,9
Schefflera_micrantha,1
Schefflera_minutiflora,113
Schefflera_minutistellata,33
Schefflera_mjoebergii,2
Schefflera_monosperma,11
Schefflera_montana,17
Schefflera_monticola,7
Schefflera_morobeana,3
Schefflera_morototoni,2103
Schefflera_multifoliolata,1
Schefflera_multinervia,1
Schefflera_multiramosa,2
Schefflera_munchiquensis,5
Schefflera_myriocarpa,1
Schefflera_myrioneura,1
Schefflera_neblinae,1
Schefflera_nebularum,2
Schefflera_neoebudica,20
Schefflera_nephelophila,3
Schefflera_nhatrangensis,1
Schefflera_nicaraguensis,23
Schefflera_nigrescens,3
Schefflera_oblonga,1
Schefflera_oblongifolia,2
Schefflera_octostyla,2
Schefflera_oreopola,18
Schefflera_ovoidea,2
Schefflera_pachystyla,9
Schefflera_pagiophylla,4
Schefflera_palawanensis,1
Schefflera_pallens,1
Schefflera_panamensis,14
Schefflera_parasitica,2
Schefflera_pardoana,7
Schefflera_paruana,1
Schefflera_patula,59
Schefflera_pauciflora,27
Schefflera_pauciradiata,2
Schefflera_pedicellata,33
Schefflera_pedicelligera,2
Schefflera_pentandra,75
Schefflera_peruviana,1
Schefflera_pes-avis,7
Schefflera_petelotii,7
Schefflera_petiolosa,9
Schefflera_phanerophlebia,1
Schefflera_pilematophora,2
Schefflera_pimichinensis,2
Schefflera_pittieri,1
Schefflera_planchoniana,6
Schefflera_plurifolia,20
Schefflera_plurispicata,1
Schefflera_polybotrya,1
Schefflera_polyclada,2
Schefflera_pseudocandelabrum,10
Schefflera_pseudospicata,1
Schefflera_psilophylla,5
Schefflera_pubens,12
Schefflera_quangtriensis,2
Schefflera_quinduensis,114
Schefflera_quinquecarinata,6
Schefflera_quinquestylorum,8
Schefflera_racemifera,3
Schefflera_racemosa,1
Schefflera_ramosissima,27
Schefflera_rhododendrifolia,4
Schefflera_ridleyi,1
Schefflera_rigida,2
Schefflera_robusta,95
Schefflera_rodriguesiana,110
Schefflera_rostrata,1
Schefflera_rufa,9
Schefflera_rugosa,1
Schefflera_ruschiana,5
Schefflera_samariana,4
Schefflera_samoensis,6
Schefflera_sandiana,3
Schefflera_santosii,1
Schefflera_sararensis,2
Schefflera_schizophylla,2
Schefflera_schumanniana,10
Schefflera_sciodaphyllum,1
Schefflera_secunda,1
Schefflera_seibertii,16
Schefflera_selloi,64
Schefflera_serrata,2
Schefflera_sessiliflora,21
Schefflera_setulosa,24
Schefflera_shweliensis,14
Schefflera_siamensis,2
Schefflera_silvatica,7
Schefflera_simbuensis,9
Schefflera_simplex,2
Schefflera_simulans,1
Schefflera_sipapoensis,4
Schefflera_sodiroi,41
Schefflera_sphaerocoma,124
Schefflera_spruceana,98
Schefflera_sprucei,73
Schefflera_stellulata,1
Schefflera_steyermarkii,4
Schefflera_stilpnophylla,3
Schefflera_stolleana,1
Schefflera_straminea,14
Schefflera_suaveolens,26
Schefflera_subavenis,2
Schefflera_subintegra,6
Schefflera_succinea,9
Schefflera_systyla,152
Schefflera_taiwaniana,94
Schefflera_tamana,1
Schefflera_tamatamaensis,4
Schefflera_tomentosa,3
Schefflera_tremula,18
Schefflera_tremuloidea,21
Schefflera_trevesioides,4
Schefflera_trianae,119
Schefflera_tribracteolata,3
Schefflera_tristis,2
Schefflera_trollii,27
Schefflera_troyana,2
Schefflera_tunkinensis,3
Schefflera_ulocephala,8
Schefflera_umbellata,15
Schefflera_umbraculifera,2
Schefflera_urbaniana,1
Schefflera_vanderwerffii,1
Schefflera_varisiana,60
Schefflera_vasqueziana,34
Schefflera_velutina,7
Schefflera_venulosa,3
Schefflera_versteegii,2
Schefflera_vidaliana,3
Schefflera_vieillardii,10
Schefflera_viguieriana,1
Schefflera_villosissima,9
Schefflera_vinosa,578
Schefflera_violacea,32
Schefflera_vitiensis,5
Schefflera_wardii,8
Schefflera_waterhousei,6
Schefflera_weberbaueri,1
Schefflera_whitefoordiae,2
Schefflerodendron_adenopetalum,8
Schefflerodendron_gabonense,4
Schefflerodendron_gilbertianum,5
Schefflerodendron_usambarense,6
Schima_brevipedicellata,7
Schima_crenata,60
Schima_khasiana,82
Schima_multibracteata,1
Schima_noronhae,14
Schima_parviflora,32
Schima_remotiserrata,8
Schima_sericans,36
Schima_sinensis,19
Schima_superba,467
Schima_villosa,3
Schima_wallichii,197
Schinopsis_balansae,107
Schinopsis_brasiliensis,875
Schinopsis_cornuta,34
Schinopsis_heterophylla,45
Schinopsis_lorentzii,66
Schinopsis_peruviana,9
Schinopsis_quebracho-colorado,47
Schinus_engleri,280
Schinus_fasciculata,137
Schinus_ferox,28
Schinus_gracilipes,32
Schinus_lentiscifolius,172
Schinus_longifolia,69
Schinus_meyeri,16
Schinus_molle,143
Schinus_myrtifolia,98
Schinus_patagonicus,41
Schinus_pearcei,27
Schinus_polygama,62
Schinus_ramboi,2
Schinus_terebinthifolia,836
Schinus_venturii,11
Schinziophyton_rautanenii,43
Schippia_concolor,22
Schismatoclada_farahimpensis,49
Schismatoclada_psychotrioides,92
Schismatoclada_villiflora,1
Schistostemon_dichotomum,3
Schistostemon_fernandezii,4
Schizenterospermum_analamerense,1
Schizenterospermum_rotundifolium,8
Schizocalyx_bracteosus,128
Schizocalyx_cuspidatus,170
Schizocalyx_multiflorus,7
Schizocalyx_obovatus,88
Schizocalyx_peruvianus,117
Schizocalyx_sterculioides,20
Schizolaena_capuronii,3
Schizolaena_cauliflora,27
Schizolaena_cavacoana,7
Schizolaena_elongata,54
Schizolaena_exinvolucrata,35
Schizolaena_gereaui,26
Schizolaena_hystrix,21
Schizolaena_isaloensis,11
Schizolaena_manomboensis,7
Schizolaena_masoalensis,4
Schizolaena_microphylla,30
Schizolaena_milleri,12
Schizolaena_parviflora,35
Schizolaena_pectinata,12
Schizolaena_raymondii,3
Schizolaena_rosea,19
Schizolaena_tampoketsana,12
Schizolaena_turkii,10
Schizolaena_viscosa,28
Schizolobium_parahyba,677
Schizomussaenda_henryi,37
Schizozygia_coffaeoides,48
Schlegelia_fuscata,141
Schlegelia_monachinoi,18
Schlegelia_pandurata,4
Schlegelia_parviflora,342
Schlegelia_sulphurea,27
Schleichera_oleosa,39
Schleinitzia_insularum,2
Schmardaea_microphylla,32
Schoenobiblus_amazonicus,10
Schoenobiblus_crassisepala,31
Schoenobiblus_daphnoides,148
Schoenobiblus_panamensis,72
Schoenobiblus_peruvianus,153
Schoepfia_arenaria,7
Schoepfia_brasiliensis,707
Schoepfia_californica,100
Schoepfia_chinensis,46
Schoepfia_flexuosa,24
Schoepfia_fragrans,33
Schoepfia_haitiensis,1
Schoepfia_harrisii,3
Schoepfia_jasminodora,127
Schoepfia_lucida,37
Schoepfia_multiflora,2
Schoepfia_obovata,20
Schoepfia_schreberi,633
Schoepfia_shreveana,4
Schoepfia_tepuiensis,10
Schoepfia_tetramera,42
Schoepfia_vacciniiflora,118
Schotia_afra,207
Schotia_brachypetala,149
Schotia_capitata,69
Schotia_latifolia,64
Schradera_brasiliensis,2
Schradera_involucrata,2
Schradera_neeoides,59
Schradera_ramiflora,3
Schrebera_alata,159
Schrebera_americana,9
Schrebera_arborea,70
Schrebera_capuronii,9
Schrebera_kusnotoi,1
Schrebera_orientalis,1
Schrebera_trichoclada,101
Schumanniophyton_hirsutum,4
Schumanniophyton_magnificum,140
Sclerocarya_birrea,415
Sclerocarya_gillettii,6
Sclerochiton_glandulosissimus,9
Sclerochiton_obtusisepalus,5
Sclerochiton_uluguruensis,8
Sclerocroton_cornutus,81
Sclerocroton_integerrimus,76
Sclerocroton_melanostictus,129
Sclerocroton_schmitzii,7
Scleronema_micranthum,108
Scleronema_praecox,13
Scleropyrum_pentandrum,27
Sclerotheca_arborea,3
Sclerotheca_jayorum,3
Sclerotheca_magdalenae,1
Sclerotheca_oreades,1
Scolopia_buxifolia,5
Scolopia_chinensis,25
Scolopia_erythrocarpa,57
Scolopia_flanaganii,19
Scolopia_hazomby,8
Scolopia_heterophylla,1
Scolopia_inappendiculata,9
Scolopia_lucida,1
Scolopia_madagascariensis,64
Scolopia_manongarivae,17
Scolopia_maoulidae,1
Scolopia_meridionalis,4
Scolopia_montana,5
Scolopia_mundii,92
Scolopia_oldhamii,147
Scolopia_oreophila,3
Scolopia_orientalis,31
Scolopia_rhamniphylla,44
Scolopia_saeva,18
Scolopia_septentrionalis,1
Scolopia_stolzii,14
Scolopia_taimbarina,14
Scolopia_theifolia,8
Scolopia_zeyheri,133
Scolosanthus_grandifolius,3
Scorodocarpus_borneensis,29
Scorodophloeus_fischeri,73
Scorodophloeus_zenkeri,324
Scottellia_klaineana,168
Scottellia_leonensis,10
Scottellia_orientalis,11
Scutia_buxifolia,300
Scutia_myrtina,217
Scyphiphora_hydrophylacea,161
Scyphocephalium_mannii,124
Scyphonychium_multiflorum,34
Scytopetalum_klaineanum,152
Scytopetalum_pierreanum,18
Scytopetalum_tieghemii,70
Searsia_burchellii,113
Searsia_glutinosa,26
Searsia_lancea,189
Searsia_leptodictya,128
Searsia_marlothii,30
Searsia_natalensis,247
Searsia_pendulina,24
Searsia_pentaphylla,18
Searsia_populifolia,44
Searsia_pyroides,567
Searsia_quartiniana,50
Searsia_tenuinervis,120
Searsia_tomentosa,96
Searsia_tripartita,19
Searsia_undulata,146
Sebastiania_adenophora,166
Sebastiania_brasiliensis,1771
Sebastiania_chiapensis,3
Sebastiania_cruenta,55
Sebastiania_haploclada,2
Sebastiania_hintonii,22
Sebastiania_jacobinensis,119
Sebastiania_jaliscensis,11
Sebastiania_klotzschiana,355
Sebastiania_larensis,5
Sebastiania_macrocarpa,189
Sebastiania_pavoniana,239
Sebastiania_riparia,22
Sebastiania_schottiana,343
Sebastiania_serrata,116
Sebastiania_venezolana,1
Secamone_nervosa,6
Securidaca_diversifolia,624
Securidaca_sylvestris,119
Securidaca_volubilis,60
Securinega_antsingyensis,8
Securinega_capuronii,35
Securinega_durissima,35
Securinega_perrieri,19
Securinega_seyrigii,35
Seemannaralia_gerrardii,20
Seguieria_americana,389
Seguieria_langsdorffii,402
Seguieria_paraguayensis,54
Semaphyllanthe_intonsa,8
Semecarpus_anacardium,7
Semecarpus_cassuvium,22
Semecarpus_cuneiformis,39
Semecarpus_longifolius,22
Semialarium_mexicanum,547
Senaea_coerulea,1
Senaea_janeirensis,1
Senecio_scandens,412
Senefeldera_testiculata,35
Senefeldera_triandra,9
Senefeldera_verticillata,243
Senefelderopsis_chiribiquetensis,94
Senefelderopsis_croizatii,26
Senegalia_bahiensis,547
Senegalia_berlandieri,468
Senegalia_bonariensis,260
Senegalia_caffra,290
Senegalia_catechu,7
Senegalia_crassifolia,45
Senegalia_etilis,37
Senegalia_feddeana,20
Senegalia_galpinii,46
Senegalia_giganticarpa,58
Senegalia_gilliesii,141
Senegalia_greggii,895
Senegalia_interior,14
Senegalia_kallunkiae,29
Senegalia_kelloggiana,10
Senegalia_klugii,5
Senegalia_laeta,136
Senegalia_langsdorffii,347
Senegalia_lasiophylla,43
Senegalia_loretensis,457
Senegalia_lowei,18
Senegalia_martii,80
Senegalia_mirandae,7
Senegalia_nigrescens,191
Senegalia_paganuccii,122
Senegalia_paraensis,22
Senegalia_parviceps,82
Senegalia_picachensis,50
Senegalia_polyacantha,846
Senegalia_polyphylla,2698
Senegalia_praecox,214
Senegalia_purpusii,27
Senegalia_recurva,47
Senegalia_rhytidocarpa,46
Senegalia_ricoae,4
Senegalia_riograndensis,1
Senegalia_rostrata,23
Senegalia_rugata,24
Senegalia_tamarindifolia,101
Senegalia_tenuifolia,1352
Senegalia_tucumanensis,152
Senegalia_westiana,9
Senna_acuruensis,377
Senna_affinis,242
Senna_alata,972
Senna_alexandrina,33
Senna_angustisiliqua,20
Senna_ankaranensis,5
Senna_anthoxantha,23
Senna_aristeguietae,14
Senna_atomaria,1342
Senna_auriculata,9
Senna_aversiflora,76
Senna_aymara,27
Senna_bacillaris,812
Senna_bicapsularis,127
Senna_bosseri,6
Senna_burkartiana,19
Senna_cajamarcae,11
Senna_cana,708
Senna_cardiosperma,400
Senna_caudata,29
Senna_chloroclada,89
Senna_corymbosa,225
Senna_costata,195
Senna_cushina,6
Senna_dariensis,194
Senna_didymobotrya,1306
Senna_divaricata,2
Senna_domingensis,2
Senna_ellisiae,5
Senna_foetidissima,141
Senna_formosa,11
Senna_fruticosa,365
Senna_gardneri,168
Senna_garrettiana,9
Senna_gaudichaudii,275
Senna_georgica,264
Senna_glutinosa,1512
Senna_guatemalensis,121
Senna_hayesiana,580
Senna_herzogii,68
Senna_holwayana,340
Senna_huilana,1
Senna_lactea,47
Senna_latifolia,183
Senna_leandrii,94
Senna_longiracemosa,6
Senna_loretensis,21
Senna_macranthera,1983
Senna_macrophylla,475
Senna_mandonii,31
Senna_meridionalis,34
Senna_mexicana,23
Senna_mollissima,115
Senna_mucronifera,37
Senna_multifoliolata,54
Senna_multiglandulosa,335
Senna_multijuga,162
Senna_nicaraguensis,204
Senna_obliqua,35
Senna_oxyphylla,84
Senna_papillosa,483
Senna_pendula,1142
Senna_peralteana,253
Senna_perrieri,4
Senna_petersiana,211
Senna_pistaciifolia,99
Senna_podocarpa,49
Senna_polyantha,177
Senna_polyphylla,32
Senna_punoensis,24
Senna_quinquangulata,444
Senna_racemosa,585
Senna_reticulata,1026
Senna_robiniifolia,60
Senna_rugosa,1083
Senna_ruiziana,235
Senna_saeri,11
Senna_sandwithiana,14
Senna_santanderensis,16
Senna_scandens,6
Senna_septemtrionalis,270
Senna_siamea,6
Senna_silvestris,1871
Senna_singueana,165
Senna_skinneri,325
Senna_smithiana,1
Senna_sousana,9
Senna_spectabilis,1500
Senna_spinescens,82
Senna_suarezensis,1
Senna_sulfurea,2
Senna_surattensis,92
Senna_tapajozensis,80
Senna_timoriensis,81
Senna_tonduzii,39
Senna_trachypus,326
Senna_trolliiflora,19
Senna_uncata,1
Senna_undulata,311
