"species","IUCNstatus"
"Brachystegia_tamarindoides","NotThreatened"
"Brackenridgea_zanguebarica","NotEvaluated"
"Bridelia_brideliifolia","NotThreatened"
"Bridelia_curtisii","NotThreatened"
"Bridelia_duvigneaudii","NotEvaluated"
"Bridelia_ferruginea","NotThreatened"
"Bridelia_taitensis","Vulnerable"
"Brunfelsia_australis","NotThreatened"
"Brunfelsia_pauciflora","NotThreatened"
"Buchanania_reticulata","NotEvaluated"
"Bullockia_impressinervia","Threatened"
"Bullockia_mombazensis","NotEvaluated"
"Bunchosia_pallescens","NotThreatened"
"Burttia_prunoides","NotThreatened"
"Bussea_massaiensis","NotThreatened"
"Butia_capitata","NotEvaluated"
"Butia_eriospatha","Vulnerable"
"Butia_odorata","NotEvaluated"
"Butia_paraguayensis","NotThreatened"
"Butia_purpurascens","Vulnerable"
"Butia_yatay","NotEvaluated"
"Buxus_obtusifolia","Vulnerable"
"Byrsonima_affinis","NotThreatened"
"Byrsonima_basiloba","NotThreatened"
"Byrsonima_clausseniana","NotThreatened"
"Byrsonima_grisebachiana","NotEvaluated"
"Byrsonima_guilleminiana","NotThreatened"
"Byrsonima_intermedia","NotEvaluated"
"Byrsonima_laxiflora","NotThreatened"
"Byrsonima_ligustrifolia","NotThreatened"
"Byrsonima_pachyphylla","NotThreatened"
"Byrsonima_salzmanniana","NotThreatened"
"Byrsonima_umbellata","NotThreatened"
"Cadaba_kirkii","NotThreatened"
"Cadia_pedicellata","Vulnerable"
"Calamus_siamensis","NotThreatened"
"Calliandra_brevicaulis","NotEvaluated"
"Calliandra_foliolosa","NotEvaluated"
"Calliandra_haematocephala","NotEvaluated"
"Calliandra_tweediei","NotThreatened"
"Callianthe_picta","NotEvaluated"
"Callicarpa_tomentosa","NotEvaluated"
"Callisthene_inundata","NotEvaluated"
"Callisthene_major","NotThreatened"
"Calycolpus_sessiliflorus","NotEvaluated"
"Camellia_indochinensis","NotThreatened"
"Campomanesia_guaviroba","NotEvaluated"
"Campomanesia_guazumifolia","NotThreatened"
"Campomanesia_neriiflora","Vulnerable"
"Campomanesia_pubescens","NotEvaluated"
"Campomanesia_rufa","DD"
"Campomanesia_sessiliflora","NotEvaluated"
"Campomanesia_velutina","NotThreatened"
"Campomanesia_xanthocarpa","NotEvaluated"
"Canthium_coffeoides","NotEvaluated"
"Canthium_coromandelicum","NotEvaluated"
"Canthium_glaucum","NotThreatened"
"Canthium_oligocarpum","NotThreatened"
"Cantinoa_duplicatodentata","NotThreatened"
"Carapa_grandiflora","NotThreatened"
"Carpolobia_goetzei","NotThreatened"
"Caryocar_brasiliense","NotThreatened"
"Caryodendron_janeirense","NotThreatened"
"Casearia_battiscombei","NotEvaluated"
"Casearia_catharinensis","Threatened"
"Casearia_lasiophylla","DD"
"Casearia_obliqua","NotThreatened"
"Casearia_paranaensis","NotThreatened"
"Casearia_runssorica","NotEvaluated"
"Casearia_rupestris","NotThreatened"
"Cassia_leptophylla","NotThreatened"
"Cassia_sieberiana","NotThreatened"
"Cassipourea_celastroides","NotThreatened"
"Cassipourea_leptoneura","Threatened"
"Cassipourea_ndando","Vulnerable"
"Castanopsis_pierrei","NotEvaluated"
"Castanopsis_piriformis","NotEvaluated"
"Castela_tweediei","NotEvaluated"
"Catunaregam_taylorii","NotThreatened"
"Cecropia_glaziovii","NotThreatened"
"Celtis_chichape","NotThreatened"
"Celtis_planchoniana","DD"
"Celtis_tala","NotThreatened"
"Centrolobium_tomentosum","NotEvaluated"
"Cephalanthus_glabratus","NotThreatened"
"Cephalosphaera_usambarensis","NotThreatened"
"Cereus_hildmannianus","NotThreatened"
"Cestrum_bracteatum","NotThreatened"
"Cestrum_capsulare","NotEvaluated"
"Cestrum_euanthes","NotEvaluated"
"Cestrum_intermedium","NotThreatened"
"Cestrum_laevigatum","NotEvaluated"
"Cestrum_montanum","NotEvaluated"
"Chamaecrista_chaetostegia","NotEvaluated"
"Chamaecrista_dumalis","NotEvaluated"
"Chamaecrista_machaeriifolia","NotThreatened"
"Chamaecrista_paniculata","NotEvaluated"
"Chassalia_albiflora","Vulnerable"
"Chassalia_discolor","NotThreatened"
"Chassalia_kenyensis","Vulnerable"
"Chassalia_subochreata","NotEvaluated"
"Chassalia_umbraticola","NotThreatened"
"Chionanthus_filiformis","NotThreatened"
"Chionanthus_holdridgii","NotEvaluated"
"Chionanthus_microstigma","NotEvaluated"
"Chionanthus_thorelii","NotEvaluated"
"Chionanthus_trichotomus","NotEvaluated"
"Chloroxylon_swietenia","Vulnerable"
"Chomelia_bella","NotEvaluated"
"Chomelia_brasiliana","NotThreatened"
"Chomelia_pohliana","NotThreatened"
"Chomelia_rauwolfioides","NotThreatened"
"Chomelia_ribesioides","NotThreatened"
"Christiana_macrodon","Threatened"
"Chrysophyllum_inornatum","NotThreatened"
"Chrysophyllum_marginatum","NotThreatened"
"Chrysophyllum_viride","NotThreatened"
"Chytranthus_obliquinervis","Vulnerable"
"Cinnamodendron_dinisii","NotThreatened"
"Cinnamomum_hatschbachii","Threatened"
"Cinnamomum_haussknechtii","NotEvaluated"
"Cinnamomum_polyadelphum","NotThreatened"
"Citharexylum_montevidense","NotThreatened"
"Citharexylum_myrianthum","NotEvaluated"
"Citharexylum_solanaceum","NotThreatened"
"Citronella_gongonha","NotThreatened"
"Citronella_paniculata","NotEvaluated"
"Citropsis_daweana","NotThreatened"
"Citrus_lucida","NotEvaluated"
"Cleistanthus_suarezensis","Threatened"
"Cleistanthus_tomentosus","NotEvaluated"
"Clerodendrum_rotundifolium","NotEvaluated"
"Clethra_uleana","NotEvaluated"
"Clusia_burchellii","Threatened"
"Clusia_criuva","NotEvaluated"
"Clutia_kilimandscharica","NotEvaluated"
"Cnestis_mildbraedii","Vulnerable"
"Coccoloba_argentinensis","NotEvaluated"
"Coccoloba_cordata","NotEvaluated"
"Coccoloba_cujabensis","NotEvaluated"
"Coccoloba_glaziovii","NotThreatened"
"Cochlospermum_angolense","NotEvaluated"
"Cochlospermum_tetraporum","Threatened"
"Coffea_eugenioides","NotThreatened"
"Coffea_mongensis","Threatened"
"Coffea_pocsii","Threatened"
"Coffea_pseudozanguebariae","NotThreatened"
"Coffea_sessiliflora","NotThreatened"
"Coffea_togoensis","Threatened"
"Cola_greenwayi","NotEvaluated"
"Cola_laurifolia","NotThreatened"
"Cola_millenii","NotThreatened"
"Cola_minor","NotThreatened"
"Cola_porphyrantha","Threatened"
"Cola_pseudoclavata","NotThreatened"
"Cola_scheffleri","Vulnerable"
"Cola_uloloma","NotEvaluated"
"Colona_auriculata","NotEvaluated"
"Colubrina_berteroana","NotThreatened"
"Combretum_nigricans","NotThreatened"
"Combretum_obovatum","NotThreatened"
"Combretum_quadrangulare","NotEvaluated"
"Combretum_schumannii","NotEvaluated"
"Combretum_umbricolum","NotEvaluated"
"Commiphora_ankaranensis","Vulnerable"
"Commiphora_caerulea","NotThreatened"
"Commiphora_edulis","NotThreatened"
"Commiphora_eminii","NotThreatened"
"Commiphora_hornbyi","Vulnerable"
"Commiphora_madagascariensis","NotThreatened"
"Commiphora_mossambicensis","NotEvaluated"
"Commiphora_ovalifolia","Vulnerable"
"Commiphora_pedunculata","NotThreatened"
"Commiphora_schlechteri","NotThreatened"
"Commiphora_swynnertonii","NotEvaluated"
"Commiphora_ugogensis","NotThreatened"
"Condalia_buxifolia","NotEvaluated"
"Connarus_cochinchinensis","NotEvaluated"
"Connarus_longistipitatus","NotThreatened"
"Connarus_nodosus","NotThreatened"
"Connarus_suberosus","NotThreatened"
"Conyza_vernonioides","NotEvaluated"
"Copaifera_marginata","NotThreatened"
"Copaifera_trapezifolia","NotThreatened"
"Coprosma_acutifolia","NotEvaluated"
"Coptosperma_rhodesiacum","NotEvaluated"
"Cordia_americana","NotThreatened"
"Cordia_discolor","NotEvaluated"
"Cordia_ecalyculata","NotEvaluated"
"Cordia_fitchii","NotEvaluated"
"Cordia_gilletii","Threatened"
"Cordia_goetzei","NotEvaluated"
"Cordia_guineensis","NotThreatened"
"Cordia_senegalensis","NotThreatened"
"Cordiera_concolor","NotThreatened"
"Cordiera_elliptica","NotEvaluated"
"Cordiera_macrophylla","NotEvaluated"
"Cordyla_densiflora","Vulnerable"
"Cordyla_pinnata","NotThreatened"
"Cornus_volkensii","NotThreatened"
"Corypha_lecomtei","NotEvaluated"
"Couepia_grandiflora","NotEvaluated"
"Coussarea_contracta","NotEvaluated"
"Craibia_atlantica","Vulnerable"
"Craibia_brownii","NotEvaluated"
"Crataegus_kelloggii","NotEvaluated"
"Crataegus_latebrosa","NotEvaluated"
"Craterispermum_longipedunculatum","Vulnerable"
"Critoniopsis_quinqueflora","NotThreatened"
"Crotalaria_agatiflora","NotThreatened"
"Croton_alienus","Threatened"
"Croton_floribundus","NotEvaluated"
"Croton_gracilipes","NotEvaluated"
"Croton_longipedicellatus","NotThreatened"
"Croton_megalocarpus","NotThreatened"
"Croton_nitrariifolius","NotEvaluated"
"Croton_piptocalyx","NotThreatened"
"Croton_poilanei","NotEvaluated"
"Croton_polytrichus","NotEvaluated"
"Croton_rottlerifolius","NotEvaluated"
"Croton_scheffleri","NotEvaluated"
"Croton_talaeporos","Vulnerable"
"Croton_thorelii","NotEvaluated"
